resource_utilization_id,date,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,resource_condition,maintenance_due_flag,last_maintenance_date
R000763,2021-10-10,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.6,144.4,0.0,1.0,1.0,0.0,9.5,Fair,No,
R000764,2021-10-10,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,22.3,96.9,0.82,,,0.0,5.5,Good,No,2021-08-31
R000765,2021-10-10,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.0,96.0,0.0,1.0,1.0,0.2,7.6,,No,
R000766,2021-10-11,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.2,145.8,0.0,1.0,1.0,0.0,4.9,,No,
R000767,2021-10-11,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,20.5,98.3,1.24,,,0.0,9.6,Good,No,2021-07-21
R000768,2021-10-11,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.0,96.0,0.0,1.0,1.0,2.6,2.5,,No,
R000769,2022-02-16,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.8,146.2,0.0,1.0,1.0,0.0,9.3,Good,No,
R000770,2022-02-16,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.5,101.4,0.12,,,0.0,7.3,Good,No,2021-12-24
R000771,2022-02-16,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.1,98.7,0.0,1.0,1.0,0.4,6.2,,No,
R000772,2022-02-17,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.7,146.3,0.0,2.0,1.0,0.0,5.3,Good,No,
R000773,2022-02-17,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,17.9,101.4,0.72,,,0.0,13.8,Fair,No,2022-02-02
R000774,2022-02-17,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.0,72.0,0.0,2.0,1.0,0.0,5.9,,No,
R000775,2022-02-18,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.5,145.5,0.0,1.0,1.0,0.0,6.3,Fair,No,
R000776,2022-02-18,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,22.2,96.9,0.93,,,0.0,11.0,Needs Attention,No,2021-11-19
R000777,2022-02-18,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.6,97.2,0.0,1.0,1.0,1.1,2.8,,No,
R000778,2022-02-19,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.0,145.0,0.0,1.0,1.0,0.0,3.6,Good,No,
R000779,2022-02-19,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,17.2,101.4,1.38,,,0.0,13.1,Good,No,2021-12-28
R000780,2022-02-19,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.8,96.6,0.0,1.0,1.0,0.0,2.6,,No,
R000781,2022-02-20,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.5,145.5,0.0,1.0,1.0,0.0,8.1,Fair,No,
R000782,2022-02-20,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.9,100.1,1.03,,,0.0,12.8,Good,No,2021-12-12
R000783,2022-02-20,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.1,95.7,0.0,1.0,1.0,1.2,7.7,,No,
R000784,2022-02-21,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.9,145.1,0.0,1.0,1.0,0.0,4.1,Fair,No,
R000785,2022-02-21,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.6,97.6,0.85,,,0.0,12.2,Needs Attention,No,2022-02-08
R000786,2022-02-21,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,17.0,93.0,0.0,1.0,1.0,0.9,5.5,,No,
R000787,2022-02-22,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.9,146.1,0.0,1.0,1.0,0.0,6.2,Fair,No,
R000788,2022-02-22,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,1,20.0,No,120,17.1,101.2,1.7,,,0.0,14.6,Good,Yes,2022-01-25
R000789,2022-02-22,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.5,97.5,0.0,1.0,1.0,0.7,6.4,,No,
R000790,2022-02-23,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.1,144.9,0.0,2.0,1.0,0.0,9.1,Good,No,
R000791,2022-02-23,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,22.5,96.2,1.31,,,0.0,5.5,Fair,No,2021-10-30
R000792,2022-02-23,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,23.2,74.4,0.0,2.0,1.0,0.7,3.0,,No,
R000793,2022-07-31,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.5,144.5,0.0,2.0,1.0,0.0,8.0,Good,No,
R000794,2022-07-31,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,1,20.0,No,120,21.8,96.6,1.58,,,0.0,13.0,Good,Yes,2022-04-16
R000795,2022-07-31,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.6,70.2,0.0,2.0,1.0,0.9,3.5,,No,
R000796,2022-08-01,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.4,144.6,0.0,1.0,1.0,0.0,,Needs Attention,No,
R000797,2022-08-01,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,20.6,98.0,1.4,,,0.0,6.7,Fair,No,2022-04-30
R000798,2022-08-01,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.7,96.9,0.0,1.0,1.0,0.2,6.3,,No,
R000799,2022-08-02,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.5,145.5,0.0,1.0,1.0,0.0,6.0,Good,No,
R000800,2022-08-02,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,17.5,102.2,0.33,,,0.0,9.9,Needs Attention,No,2022-05-13
R000801,2022-08-02,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,17.0,93.0,0.0,1.0,1.0,0.0,5.9,,No,
R000802,2022-08-03,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.9,145.1,0.0,1.0,1.0,0.0,7.4,Fair,No,
R000803,2022-08-03,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,19.8,99.8,0.41,,,0.0,6.3,Good,No,2022-04-25
R000804,2022-08-03,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.3,98.1,0.0,1.0,1.0,0.0,4.7,,No,
R000805,2022-08-04,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.8,146.2,0.0,1.0,1.0,0.0,3.3,Fair,No,
R000806,2022-08-04,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,20.3,99.2,0.52,,,0.0,5.4,Good,No,2022-04-10
R000807,2022-08-04,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.3,98.1,0.0,1.0,1.0,0.1,6.3,,No,
R000808,2022-08-05,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.0,146.0,0.0,2.0,1.0,0.0,4.7,Good,No,
R000809,2022-08-05,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,17.2,102.0,0.78,,,0.0,3.1,Needs Attention,No,2022-07-28
R000810,2022-08-05,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.0,72.0,0.0,2.0,1.0,1.3,4.7,,No,
R000811,2022-08-06,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.9,144.1,0.0,2.0,1.0,0.0,9.9,Good,No,
R000812,2022-08-06,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,19.8,99.2,1.02,,,0.0,4.0,Fair,No,2022-06-06
R000813,2022-08-06,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.5,70.5,0.0,2.0,1.0,1.7,5.9,,No,
R000814,2022-08-07,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.7,144.3,0.0,2.0,1.0,0.0,5.7,Good,No,
R000815,2022-08-07,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.1,100.5,1.36,,,0.0,5.6,Good,No,2022-06-21
R000816,2022-08-07,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.8,69.6,0.0,2.0,1.0,0.7,6.2,,No,
R000817,2022-08-09,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.9,146.1,0.0,1.0,1.0,0.0,7.1,Needs Attention,No,
R000818,2022-08-09,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.9,97.2,0.9,,,0.0,12.1,Good,No,2022-06-26
R000819,2022-08-09,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.6,97.2,0.0,1.0,1.0,0.4,2.4,,No,
R000820,2022-08-10,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.0,145.0,0.0,1.0,1.0,0.0,3.9,Fair,No,
R000821,2022-08-10,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,22.0,96.6,1.44,,,0.0,8.7,Good,No,2022-07-25
R000822,2022-08-10,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.8,96.6,0.0,1.0,1.0,1.2,7.7,,No,
R000823,2022-09-25,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.4,145.6,0.0,2.0,1.0,0.0,4.1,Good,No,
R000824,2022-09-25,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.0,100.8,1.2,,,0.0,3.8,Fair,No,2022-08-02
R000825,2022-09-25,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,25.1,68.7,0.0,2.0,1.0,0.0,4.1,,No,
R000826,2022-09-26,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.4,145.6,0.0,1.0,1.0,0.0,5.3,Good,No,
R000827,2022-09-26,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,22.2,97.0,0.85,,,0.0,4.4,Fair,No,2022-07-24
R000828,2022-09-26,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.5,94.5,0.0,1.0,1.0,0.9,7.6,,No,
R000829,2022-09-27,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.0,146.0,0.0,1.0,1.0,0.0,4.0,Good,No,
R000830,2022-09-27,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,19.7,98.8,1.49,,,0.0,3.0,Fair,No,2022-08-07
R000831,2022-09-27,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.8,96.6,0.0,1.0,1.0,0.7,6.3,,No,
R000832,2022-09-28,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.0,145.0,0.0,1.0,1.0,0.0,8.6,Good,No,
R000833,2022-09-28,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.0,98.2,0.81,,,0.0,13.0,Good,No,2022-08-25
R000834,2022-09-28,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.1,98.7,0.0,1.0,1.0,0.0,7.9,,No,
R000835,2022-09-29,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.2,145.8,0.0,1.0,1.0,0.0,3.9,Good,No,
R000836,2022-09-29,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.6,100.7,0.66,,,0.0,6.0,Good,No,2022-07-18
R000837,2022-09-29,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.0,96.0,0.0,1.0,1.0,0.0,5.8,,No,
R000838,2022-09-30,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.6,146.4,0.0,1.0,1.0,0.0,8.3,Good,No,
R000839,2022-09-30,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.8,97.7,0.53,,,0.0,4.2,Good,No,2022-09-10
R000840,2022-09-30,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.0,99.0,0.0,1.0,1.0,0.0,6.6,,No,
R000841,2022-10-01,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.6,145.4,0.0,1.0,1.0,0.0,8.7,Good,No,
R000842,2022-10-01,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.5,101.3,0.23,,,0.0,5.0,Good,No,2022-08-11
R000843,2022-10-01,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.6,94.2,0.0,1.0,1.0,1.0,4.0,,No,
R000844,2022-10-02,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.9,145.1,0.0,1.0,1.0,0.0,7.7,Good,No,
R000845,2022-10-02,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,20.2,98.8,0.97,,,0.0,5.7,Good,No,2022-08-07
R000846,2022-10-02,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.3,95.1,0.0,1.0,1.0,0.0,3.5,,No,
R000847,2022-10-03,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.3,145.7,0.0,1.0,1.0,0.0,9.3,Good,No,
R000848,2022-10-03,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,1,20.0,No,120,21.1,97.2,1.66,,,0.0,4.3,Good,Yes,2022-08-06
R000849,2022-10-03,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.2,95.4,0.0,1.0,1.0,0.5,5.3,,No,
R000850,2022-10-21,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,0,0,0.0,No,168,0.0,168.0,0.0,1.0,1.0,0.0,7.4,Good,No,
R000851,2022-10-21,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,0,0,0.0,No,120,0.0,119.4,0.61,,,0.0,4.7,Fair,No,2022-08-20
R000852,2022-10-21,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.6,97.2,0.0,1.0,1.0,0.8,3.6,,No,
R000853,2022-10-22,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.7,144.3,0.0,1.0,1.0,0.0,4.1,Good,No,
R000854,2022-10-22,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,20.4,98.9,0.68,,,0.0,2.4,Good,No,2022-09-16
R000855,2022-10-22,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.3,95.1,0.0,1.0,1.0,0.1,5.1,,No,
R000856,2022-10-23,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.2,144.8,0.0,1.0,1.0,0.0,6.9,Good,No,
R000857,2022-10-23,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,17.8,101.1,1.13,,,0.0,4.3,Good,No,2022-09-13
R000858,2022-10-23,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.3,95.1,0.0,1.0,1.0,1.2,3.4,,No,
R000859,2022-10-24,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.0,146.0,0.0,1.0,1.0,0.0,3.1,Good,No,
R000860,2022-10-24,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.2,100.5,1.26,,,0.0,7.6,Fair,No,2022-08-24
R000861,2022-10-24,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.4,94.8,0.0,1.0,1.0,0.5,7.9,,No,
R000862,2022-10-25,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.2,145.8,0.0,1.0,1.0,0.0,6.3,Good,No,
R000863,2022-10-25,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.9,97.2,0.9,,,0.0,5.0,Good,No,2022-08-01
R000864,2022-10-25,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.6,94.2,0.0,1.0,1.0,0.8,7.5,,No,
R000865,2022-10-26,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.2,145.8,0.0,1.0,1.0,0.0,6.8,Good,No,
R000866,2022-10-26,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,17.3,101.6,1.14,,,0.0,14.3,Good,No,2022-09-02
R000867,2022-10-26,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.6,97.2,0.0,1.0,1.0,0.9,2.4,,No,
R000868,2022-10-27,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.8,146.2,0.0,1.0,1.0,0.0,5.1,Good,No,
R000869,2022-10-27,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,17.1,102.4,0.55,,,0.0,8.2,Good,No,2022-09-12
R000870,2022-10-27,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.0,99.0,0.0,1.0,1.0,0.2,2.3,,No,
R000871,2022-10-28,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.1,145.9,0.0,1.0,1.0,0.0,6.2,Good,No,
R000872,2022-10-28,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.5,97.8,0.7,,,0.0,12.5,Good,No,2022-07-06
R000873,2022-10-28,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.3,95.1,0.0,1.0,1.0,0.7,3.9,,No,
R000874,2023-06-30,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.9,145.1,0.0,1.0,1.0,0.0,8.5,Fair,No,
R000875,2023-06-30,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.0,98.1,0.89,,,0.0,8.9,Needs Attention,No,2023-03-30
R000876,2023-06-30,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.1,95.7,0.0,1.0,1.0,0.0,7.5,,No,
R000877,2023-07-01,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.5,145.5,0.0,1.0,1.0,0.0,7.4,Fair,No,
R000878,2023-07-01,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,20.5,98.3,1.24,,,0.0,13.7,Good,No,2023-05-13
R000879,2023-07-01,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.9,96.3,0.0,1.0,1.0,0.5,4.6,,No,
R000880,2023-07-02,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.0,145.0,0.0,1.0,1.0,0.0,6.2,Good,No,
R000881,2023-07-02,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,20.5,98.4,1.08,,,0.0,2.5,Good,No,2023-06-05
R000882,2023-07-02,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.4,94.8,0.0,1.0,1.0,1.1,4.6,,No,
R000883,2023-07-03,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.8,145.2,0.0,2.0,1.0,0.0,9.4,Good,No,
R000884,2023-07-03,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.9,97.4,0.73,,,0.0,10.6,Good,No,2023-06-04
R000885,2023-07-03,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.8,69.6,0.0,2.0,1.0,1.4,6.5,,No,
R000886,2023-07-04,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.8,145.2,0.0,1.0,1.0,0.0,7.0,Good,No,
R000887,2023-07-04,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,21.5,97.8,0.72,,,0.0,12.0,Fair,No,2023-06-05
R000888,2023-07-04,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.5,94.5,0.0,1.0,1.0,0.3,2.6,,No,
R000889,2023-07-05,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,23.3,144.7,0.0,2.0,1.0,0.0,4.3,Good,No,
R000890,2023-07-05,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,22.1,96.9,0.96,,,0.0,7.3,Good,No,2023-03-13
R000891,2023-07-05,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,23.8,72.6,0.0,2.0,1.0,1.3,5.2,,No,
R000892,2023-07-06,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.8,146.2,0.0,2.0,1.0,0.0,5.6,Fair,No,
R000893,2023-07-06,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.7,99.9,1.44,,,0.0,6.1,Good,No,2023-06-30
R000894,2023-07-06,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,23.3,74.1,0.0,2.0,1.0,0.0,3.3,,No,
R000895,2023-07-07,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,21.7,146.3,0.0,2.0,1.0,0.0,6.4,Good,No,
R000896,2023-07-07,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,1,0,20.0,No,120,18.4,100.7,0.86,,,0.0,7.6,Good,No,2023-04-02
R000897,2023-07-07,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,22.6,76.2,0.0,2.0,1.0,0.1,6.4,,No,
R000898,2023-07-26,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,0,0,0.0,No,168,0.0,168.0,0.0,1.0,1.0,0.0,4.4,Good,No,
R000899,2023-07-26,H001,MedTrack General Hospital,D003,Cardiology,Equipment,Cardiac Monitoring Equipment,5,0,0,0.0,No,120,0.0,119.1,0.9,,,0.0,2.6,Good,No,2023-06-02
R000900,2023-07-26,H001,MedTrack General Hospital,D003,Cardiology,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.3,95.1,0.0,1.0,1.0,0.7,2.8,,No,
R000901,2023-07-27,H001,MedTrack General Hospital,D003,Cardiology,Bed,Inpatient Beds,7,1,0,14.3,No,168,22.8,145.2,0.0,1.0,1.0,0.0,4.1,Good,No,
