dept_analytics_id,date,year,month,quarter,day_of_week,is_weekend,hospital_id,hospital_name,department_id,department_name,department_type,floor_number,is_24x7,established_year,department_head_name,total_beds,occupied_beds_count,bed_occupancy_rate_pct,target_occupancy_rate_pct,patients_admitted_count,patients_discharged_count,readmission_count,readmission_rate_pct,target_readmission_rate_pct,mortality_count,mortality_rate_pct,avg_length_of_stay_days,target_avg_los_days,avg_treatment_time_hours,transfer_events_count,bed_turnaround_time_hours,nurses_on_duty,doctors_on_duty,base_nurses_per_shift,base_doctors_per_shift,staff_to_patient_ratio,equipment_downtime_hours,avg_patient_age,avg_satisfaction_score,total_billing_usd,avg_cost_per_patient_usd,monthly_budget_allocated_usd,department_efficiency_score,record_source_system,last_updated_timestamp
DA00021955,2021-02-12,2021,2,1,Friday,False,H001,St. Mary General Hospital,D13,I.C.U.,Critical,4,True,2008,Dr. Carlos Silva,26,20,76.92,81.03849306506227,1.0,0.0,0.0,0.0,6.156952092916164,0.0,0.0,,4.521859342689088,54.415,2.0,3.06,4,3,6,4,0.2,0.12,11.0,3.0,8937.37,8937.37,602538.237935388,65.9,BI-Warehouse,2021-02-14
DA00035256,2022-07-16,2022,7,3,Saturday,True,H002,Lakeview Medical Center,D05,Pediatrics,Non-Surgical,7,False,2011,Dr. Nadia Kumar,50,29,58.0,73.91839180478729,1.0,2.0,0.0,0.0,7.441526364104178,0.0,0.0,3.0,6.12994763206666,12.65,3.0,3.78,2,2,3,2,0.07,0.82,15.0,5.0,5901.99,5901.99,127484.66154735436,46.6,Manual Aggregation,2022-07-20
DA00057118,2022-05-27,2022,5,2,Friday,False,H003,Riverside Community Hospital,D02,Orthopedic,Surgical,5,False,2000,Dr. Liam Ivanov,49,32,65.31,82.4288798223813,0.0,3.0,0.0,,11.805901319376034,0.0,,,4.660697349761796,29.53,5.0,2.47,10,4,9,3,0.31,0.29,,,,,592108.8096039543,62.5,BI-Warehouse,2022-05-29
DA00272227,2021-06-02,2021,6,2,Wednesday,False,H010,Evercare Medical Center,D15,Urology Dept,Surgical,5,False,2002,Dr. Elena Costa,54,32,59.26,76.7986993179983,0.0,2.0,0.0,,9.828074199169055,0.0,,,5.8286149762146096,27.78,2.0,4.33,5,2,5,2,0.16,0.16,,,,,308989.94925697753,63.9,analytics-etl,2021-06-05
DA00009903,2023-02-12,2023,2,1,Sunday,True,H001,St. Mary General Hospital,D06,Gen. Surgery,Surgical,7,True,2009,Dr. Priya Park,57,41,71.93,76.27790641169703,0.0,3.0,0.0,,7.826804558045899,0.0,,,5.22661620793726,,4.0,0.58,3,3,4,4,0.07,0.62,,,,,93607.20480298033,84.6,  BI-Warehouse  ,2023-02-14
DA00154780,2024-10-27,2024,10,4,Sunday,True,H006,Green Valley Hospital,D10,Pulmonology Dept,Non-Surgical,3,False,2011,Dr. Sofia Nguyen,48,28,58.33,87.24235280802418,3.0,0.0,3.0,100.0,13.324596997544967,0.0,0.0,3.0,3.3254172154077866,36.07,6.0,2.25,4,2,5,1,0.14,0.86,60.0,,20875.43,6958.48,218258.1124383744,0.0,Analytics-ETL,2024-10-29
DA00046820,2024-03-15,2024,3,1,Friday,False,H002,lakeview medical center,D11,GASTRO,Non-Surgical,5,False,2009,Dr. Aisha Rossi,49,32,65.31,70.61017876162047,0.0,2.0,0.0,,11.182433457339275,0.0,,,4.827323118630237,26.15,1.0,1.03,4,4,5,4,0.12,0.14,,,,,148879.17045495345,74.5,Manual Aggregation,2024-03-19
DA00043032,2023-10-31,2023,10,4,Tuesday,False,H002,Lakeview Medical Center,D09,NEPHRO,Non-Surgical,8,False,2018,Dr. Sofia Ivanov,47,29,61.7,78.74719692578414,0.0,2.0,0.0,,7.565009233849882,0.0,,,6.305471399888326,,3.0,2.6,5,3,7,4,0.17,0.3,,,,,188894.44391671396,68.6,BI-Warehouse,2023-11-04
DA00263665,2022-12-22,2022,12,4,Thursday,False,H010,Evercare Medical Center,D10,PULMO,Non-Surgical,5,False,2013,,29,24,82.76,74.21648001947581,0.0,3.0,0.0,,8.564999619941386,0.0,,,3.2782426336557897,14.27,4.0,,8,1,9,2,0.33,0.04,,,,,480982.21715587593,75.2,Analytics-ETL,2022-12-26
DA00106674,2023-02-05,2023,2,1,Sunday,True,H004,Sunrise Health Institute,D14,Gen. Medicine,Non-Surgical,4,True,2004,Dr. Daniel Kowalski,26,20,76.92,84.54205386716944,2.0,1.0,0.0,0.0,6.691980856429204,0.0,0.0,6.0,5.302730196340509,120.86,3.0,1.14,10,6,9,5,0.5,0.16,52.5,1.0,19696.52,9848.26,499249.980996311,59.1,BI-Warehouse,2023-02-06
DA00188512,2022-03-10,2022,3,1,Thursday,False,H007,Unity Regional Medical Center,D14,Internal Medicine,Non-Surgical,1,True,2005,Dr. Aisha Garcia,53,37,69.81,77.34259187737005,0.0,0.0,0.0,,7.976124803149832,0.0,,,5.9127856214428185,73.03,2.0,3.02,8,3,7,2,0.22,1.41,,,,,422000.0023083645,79.4,Manual Aggregation,2022-03-11
DA00148816,2023-06-29,2023,6,2,Thursday,False,H006,Green Valley Hospital,D07,Emergency Dept,Critical,2,True,2017,Dr. Nadia Petrov,17,13,76.47,85.14124818460505,2.0,0.0,2.0,100.0,8.923387357078603,0.0,0.0,3.5,6.058990014360085,37.1825,4.0,1.1,15,2,13,2,1.15,0.24,35.0,2.0,9578.33,4789.16,125565.74188025534,0.0,BI-Warehouse,2023-07-03
DA00057872,2024-06-19,2024,6,2,Wednesday,False,H003,Riverside Community Hospital,D02,Orthopedics,Surgical,5,False,2000,Dr. Liam Ivanov,49,34,69.39,82.4288798223813,1.0,2.0,1.0,100.0,11.805901319376034,0.0,0.0,2.0,4.660697349761796,,2.0,4.7,8,2,9,3,0.24,1.06,12.0,5.0,3686.35,"3,686.35 USD",592108.8096039543,0.0,Analytics-ETL,2024-06-23
DA00273022,2023-08-06,2023,8,3,Sunday,True,H010,Evercare Medical Center,D15,urology ,Surgical,5,False,2002,Dr. Elena Costa,54,30,55.56,76.7986993179983,1.0,0.0,1.0,100.0,9.828074199169055,1.0,100.0,4.0,5.8286149762146096,55.0,3.0,3.32,3,3,5,2,0.1,0.01,70.0,4.0,5350.59,5350.59,308989.94925697753,0.0,Analytics-ETL,2023-08-07
DA00008232,2023-07-17,2023,7,3,Monday,False,H001,St. Mary General Hospital,D05,Paediatrics,Non-Surgical,7,False,2008,Dr. Aisha Petrov,33,19,57.58,86.1680920176078,1.0,0.0,0.0,0.0,7.961634165266126,0.0,0.0,3.0,2.8161372683902077,54.135000000000005,6.0,4.95,14,3,13,2,0.74,0.77,76.0,8.0,4900.41,4900.41,185328.63484567852,53.8,BI-Warehouse,2023-07-21
DA00236951,2024-10-28,2024,10,4,Monday,False,H009,Pinecrest General Hospital,D10,Pulmonology Dept,Non-Surgical,4,False,1998,Dr. Elena Lee,35,22,62.86,76.42117427110524,1.0,1.0,1.0,100.0,12.78286430386777,1.0,100.0,7.0,2.635666098573762,168.0,3.0,5.87,8,3,8,2,0.36,0.06,59.0,,14364.38,14364.38,211006.988049363,0.0,BI-Warehouse,2024-10-31
DA00075581,2022-12-16,2022,12,4,Friday,False,H003,Riverside Community Hospital,D12,PSYCH,Non-Surgical,2,False,2008,Dr. Daniel Petrov,23,16,69.57,76.56118817950929,4.0,2.0,2.0,50.0,11.645502886918475,0.0,0.0,3.0,4.192923119660758,33.215999999999994,6.0,4.99,10,3,9,3,0.62,0.07,45.5,4.5,13259.04,3314.76,218886.26792294404,29.3,Manual Aggregation,2022-12-19
DA00133528,2021-08-18,2021,8,3,Wednesday,False,H005,metro city hospital,D14,general medicine ,Non-Surgical,7,True,2001,Dr. Omar Kowalski,51,34,66.67,71.93484052878519,1.0,2.0,0.0,0.0,9.181286844750057,0.0,0.0,2.0,5.753401180850116,48.0,2.0,0.9,13,2,13,2,0.38,0.19,37.0,2.0,3408.64,3408.64,258678.2434890194,51.6,Analytics-ETL,2021-08-22
DA00084666,2022-11-01,2022,11,4,Tuesday,False,H004,Sunrise Health Institute,D02,orthopedics,Surgical,4,True,2008,Dr. Mei Reddy,44,32,72.73,70.91745796611058,4.0,1.0,0.0,0.0,11.958187063034696,0.0,0.0,8.5,4.310443944683946,48.6725,4.0,4.14,7,4,8,3,0.22,0.25,36.0,,41556.4,10389.1,278902.3042905687,43.8,BI-Warehouse,2022-11-04
DA00005422,2025-11-05,2025,11,4,Wednesday,False,H001,St. Mary General Hospital,D03,Neurology Dept,Non-Surgical,7,False,2005,Dr. Liam Chen,43,25,58.14,77.96906020767103,1.0,1.0,1.0,100.0,12.999662721009791,0.0,0.0,4.0,3.612165598968061,96.0,1.0,0.55,7,3,5,2,0.28,0.39,87.0,3.0,6342.98,6342.98,201499.6870683616,0.0,BI-Warehouse,2025-11-06
DA00016400,2025-11-27,2025,11,4,Thursday,False,H001,St. Mary General Hospital,D09,Nephrology,Non-Surgical,5,True,1998,Dr. Carlos Ali,24,16,66.67,70.1391536683842,2.0,0.0,1.0,50.0,9.255989684096631,1.0,50.0,2.5,3.788391145923892,44.568333333333335,7.0,0.84,5,2,3,3,0.31,0.26,69.5,5.0,4418.13,2209.06,569729.3811244272,21.0,Analytics-ETL,2025-12-01
DA00171980,2021-12-02,2021,12,4,Thursday,False,H007,Unity Regional Medical Center,D05,PEDS,Non-Surgical,5,False,2004,Dr. James Lee,31,23,74.19,74.17151107116811,2.0,2.0,0.0,0.0,9.003244285795997,0.0,0.0,6.5,3.6503406729142016,45.98333333333333,5.0,0.2,5,5,7,4,0.22,0.58,58.0,1.0,25705.19,12852.6,381245.6167903936,66.1,Manual Aggregation,2021-12-05
DA00266486,2025-09-12,2025,9,3,Friday,False,H010,Evercare Medical Center,D11,GI Dept,Non-Surgical,6,False,2003,Dr. Elena Johnson,50,35,70.0,81.83390650649233,2.0,3.0,2.0,100.0,6.248206543263806,0.0,0.0,3.0,4.027270450996578,39.28,5.0,1.6,6,4,6,4,0.17,0.15,43.0,3.0,7750.51,3875.26,497841.5925013592,0.0,Manual Aggregation,2025-09-14
DA00133654,2021-12-22,2021,12,4,Wednesday,False,H005,Metro City Hospital,D14,general medicine ,Non-Surgical,7,True,2001,Dr. Omar Kowalski,51,39,76.47,71.93484052878519,0.0,1.0,0.0,,9.181286844750057,0.0,,,5.753401180850116,11.68,1.0,1.71,14,3,13,2,0.36,0.43,,,,,258678.2434890194,71.0,Analytics-ETL,2021-12-24
DA00149339,2024-12-03,2024,12,4,Tuesday,False,H006,Green Valley Hospital,D07,emergency medicine,Critical,2,True,2017,Dr. Nadia Petrov,17,10,58.82,85.14124818460505,2.0,3.0,2.0,100.0,8.923387357078603,0.0,0.0,14.0,6.058990014360085,81.15,5.0,2.78,13,3,13,2,1.3,0.18,54.0,1.0,0.0,0.0,125565.74188025534,0.0,BI-Warehouse,2024-12-05
DA00233474,2025-04-21,2025,4,2,Monday,False,H009,Pinecrest General Hospital,D08,Obs & Gyn,Surgical,6,True,2005,Dr. Sofia Muller,43,33,76.74,71.84916565538657,3.0,0.0,2.0,66.67,6.317137486038196,0.0,0.0,2.0,5.778824372618417,38.00666666666667,3.0,2.4,10,4,9,3,0.3,0.01,32.333333333333336,,10452.74,3484.25,647419.18741547,0.0,BI-WAREHOUSE,2025-04-23
DA00059878,2024-12-16,2024,12,4,Monday,False,H003,Riverside Community Hospital,D03,neuro ,Non-Surgical,6,False,2002,Dr. Omar Nguyen,35,26,74.29,76.83013317743215,2.0,2.0,2.0,100.0,12.51637509607582,0.0,0.0,7.0,2.531071690440269,120.92666666666666,5.0,3.02,6,2,8,3,0.23,1.03,61.0,3.0,7657.93,3828.96,376553.3918201329,0.0,Analytics-ETL,2024-12-18
DA00174365,2023-06-14,2023,6,2,Wednesday,False,H007,UNITY REGIONAL MEDICAL CENTER,D06,General Surgery,Surgical,1,True,2016,Dr. Priya Kowalski,55,41,74.55,87.70991011682568,1.0,1.0,1.0,100.0,8.478073305478699,0.0,0.0,1.0,5.8707919878738135,24.0,2.0,4.7,4,3,4,4,0.1,0.08,28.0,5.0,1452.15,1452.15,212429.7972511595,0.0,BI-Warehouse,2023-06-16
DA00048255,2023-02-18,2023,2,1,Saturday,True,H002,Lakeview Medical Center,D12,Psychiatry,Non-Surgical,6,False,1998,Dr. Grace Khan,24,15,62.5,81.70038715781828,0.0,0.0,0.0,,10.331337078418432,0.0,,,4.074173575095004,0.15,2.0,5.7,7,1,9,2,0.47,0.48,,,,,332965.9602346294,69.1,Analytics-ETL,2023-02-20
DA00246058,2024-10-05,2024,10,4,Saturday,True,H009,Pinecrest General Hospital,D15,Urology,Surgical,2,False,2010,Dr. Grace Park,37,23,62.16,82.54456488510186,3.0,1.0,2.0,66.67,13.476518736137653,0.0,0.0,3.6666666666666665,6.061521685321996,59.72666666666667,6.0,2.16,3,4,5,4,0.13,0.1,22.33333333333333,4.333333333333333,18996.4,,446723.90507538005,6.8,Analytics-ETL,2024-10-07
DA00075693,2023-04-07,2023,4,2,Friday,False,H003,Riverside Community Hospital,D12,Psychiatry,Non-Surgical,2,False,2008,Dr. Daniel Petrov,23,16,69.57,76.56118817950929,0.0,2.0,0.0,,11.645502886918475,0.0,,,4.192923119660758,12.47,3.0,5.71,10,2,9,3,0.62,1.45,,,,,218886.26792294404,62.9,Analytics-ETL,2023-04-09
DA00041071,2023-06-18,2023,6,2,Sunday,True,H002,Lakeview Medical Center,D08,OBGYN,Surgical,1,False,2000,Dr. Daniel Garcia,49,31,63.27,70.69220621233491,1.0,1.0,0.0,0.0,12.929009401697089,0.0,0.0,1.0,3.635610418182405,24.0,2.0,3.63,4,6,4,5,0.13,0.43,88.0,4.0,3133.8,3133.8,293439.300119685,51.8,Manual Aggregation,2023-06-21
DA00176876,2025-04-29,2025,4,2,Tuesday,False,H007,Unity Regional Medical Center,D07,ER,Critical,2,True,2009,Dr. Ivan Smith,35,29,82.86,79.4953079920652,2.0,0.0,2.0,100.0,13.867678273269064,0.0,0.0,3.5,2.8369158901001823,84.0,2.0,1.32,11,6,11,5,0.38,0.06,63.5,,15058.72,7529.36,509950.789234883,0.0,Analytics-ETL,2025-05-01
DA00076385,2025-02-27,2025,2,1,Thursday,False,H003,Riverside Community Hospital,D12,psychiatry,Non-Surgical,2,False,2008,Dr. Daniel Petrov,23,18,78.26,76.56118817950929,2.0,2.0,2.0,100.0,11.645502886918475,1.0,50.0,4.5,4.192923119660758,14.573333333333332,5.0,2.85,10,4,9,3,0.56,0.5,63.5,5.0,10748.84,5374.42,218886.26792294404,0.0,BI-Warehouse,2025-02-28
DA00072598,2024-10-15,2024,10,4,Tuesday,False,H003,Riverside Community Hospital,D10,Pulmonology Dept,Non-Surgical,3,False,2014,Dr. Ivan Garcia,31,20,64.52,73.45767442610698,5.0,2.0,3.0,60.0,13.662563526823206,0.0,0.0,5.0,3.6575993470220034,81.28,9.0,4.47,6,4,7,4,0.3,0.33,53.6,4.25,36353.69,7270.74,85913.35572311135,16.3,Manual Aggregation,2024-10-17
DA00218213,2023-07-08,2023,7,3,Saturday,True,H008,Horizon Care Hospital,D15,Urology ,Surgical,6,False,2015,Dr. Noah Khan,33,20,60.61,70.56480491629499,1.0,0.0,1.0,100.0,6.699844862468791,0.0,0.0,6.0,6.246319602728754,43.395,2.0,1.49,12,3,11,3,0.6,0.62,57.0,3.0,7179.76,7179.76,319340.2646790007,0.0,Manual Aggregation,2023-07-12
DA00114194,2023-09-09,2023,9,3,Saturday,True,H005,Metro City Hospital,D03,NEURO,Non-Surgical,2,True,2004,Dr. Liam Ali,40,23,57.5,72.19913754209209,0.0,1.0,0.0,,13.77914513885915,0.0,,,5.95275124493619,39.714,7.0,3.78,10,2,10,1,0.43,0.96,,,,,449187.0616989167,73.6,Manual Aggregation,2023-09-12
DA00197435,2021-08-15,2021,8,3,Sunday,True,H008,Horizon Care Hospital,D04,Oncology Dept,Non-Surgical,3,True,2012,Dr. Omar Reddy,52,28,53.85,81.68301211281863,0.0,3.0,0.0,,7.612268455942234,0.0,,,6.070097985512106,0.78,4.0,1.4,10,5,9,5,0.36,0.25,,,,,417232.86967469886,64.3,analytics-etl,2021-08-18
DA00231393,2024-08-09,2024,8,3,Friday,False,H009,Pinecrest General Hospital,D07,Emergency Medicine,Critical,8,True,2018,Dr. Nadia Ahmed,23,13,56.52,85.75866088759278,1.0,0.0,1.0,100.0,11.46714666434138,0.0,0.0,5.0,4.219047471510841,64.125,2.0,3.48,7,3,8,3,0.54,0.47,57.0,2.0,4866.98,4866.98,98975.52515090714,0.0,Manual Aggregation,2024-08-11
DA00155836,2022-09-18,2022,9,3,Sunday,True,H006,Green Valley Hospital,D11,gastroenterology ,Non-Surgical,1,False,2009,Dr. Noah Reddy,39,20,51.28,87.81665484665426,1.0,2.0,0.0,0.0,7.804389448574618,0.0,0.0,8.0,3.192040118318123,,2.0,3.06,3,4,5,5,0.15,0.19,5.0,5.0,11397.88,11397.88,606731.9058841149,39.3,Analytics-ETL,2022-09-20
DA00095936,2023-09-11,2023,9,3,Monday,False,H004,Sunrise Health Institute,D08,Obs & Gyn,Surgical,7,False,2000,Dr. Noah Muller,43,27,62.79,71.20927513414507,1.0,1.0,1.0,100.0,8.610999323808226,1.0,100.0,7.0,5.497163529894093,18.935,4.0,2.85,10,3,8,3,0.37,1.07,37.0,4.0,11285.6,11285.6,631015.1412471485,0.0,Analytics-ETL,2023-09-14
DA00238734,2024-09-15,2024,9,3,Sunday,True,H009,Pinecrest General Hospital,D11,Gastro,Non-Surgical,8,True,2002,Dr. Aisha Ahmed,39,22,56.41,71.63341491602044,1.0,2.0,1.0,100.0,8.974241200173928,0.0,0.0,7.0,4.562011695345227,118.68,3.0,3.06,4,3,7,2,0.18,0.98,66.0,,8678.8,8678.8,627702.2200980261,0.0,Manual Aggregation,2024-09-17
DA00020146,2021-03-01,2021,3,1,Monday,False,H001,St. Mary General Hospital,D12,Psychiatry,Non-Surgical,5,False,2002,Dr. Yusuf Brown,39,32,82.05,87.4241457465595,2.0,1.0,0.0,0.0,6.703808547917501,0.0,0.0,6.5,4.760450877148065,46.4125,5.0,4.5,7,3,5,2,0.22,0.43,24.5,3.0,24231.44,12115.72,433532.00995808817,62.0,Analytics-ETL,2021-03-02
DA00188885,2023-03-18,2023,3,1,Saturday,True,H007,Unity Regional Medical Center,D14,GEN MED,Non-Surgical,1,True,2005,Dr. Aisha Garcia,53,38,71.7,77.34259187737005,1.0,2.0,1.0,100.0,7.976124803149832,0.0,0.0,0.0,5.9127856214428185,0.67,3.0,2.09,7,1,7,2,0.18,0.85,37.0,,0.0,0.0,422000.0023083645,0.0,BI-Warehouse,2023-03-20
DA00059754,2024-08-14,2024,8,3,Wednesday,False,H003,Riverside Community Hospital,D03,neuro ,Non-Surgical,6,False,2002,Dr. Omar Nguyen,35,22,62.86,76.83013317743215,2.0,0.0,2.0,100.0,12.51637509607582,0.0,0.0,4.0,2.531071690440269,54.75,3.0,4.01,6,2,8,3,0.27,0.76,81.0,2.0,13867.64,6933.82,376553.3918201329,0.0,Manual Aggregation,2024-08-18
DA00070100,2022-12-13,2022,12,4,Tuesday,False,H003,Riverside Community Hospital,D09,nephrology ,NON-SURGICAL,1,False,2016,Dr. Chloe Ahmed,21,13,61.9,72.79244339007018,0.0,0.0,0.0,,10.55510600489844,0.0,,,2.5352147636321383,,0.0,3.56,7,4,6,5,0.54,1.11,,,,,203341.16509211803,75.0,Manual Aggregation,2022-12-17
DA00016355,2025-10-13,2025,10,4,Monday,False,H001,St. Mary General Hospital,D09,NEPHRO,Non-Surgical,5,True,1998,Dr. Carlos Ali,24,15,62.5,70.1391536683842,3.0,1.0,0.0,0.0,9.255989684096631,0.0,0.0,6.333333333333333,3.788391145923892,126.81,6.0,,5,2,3,3,0.33,0.41,79.0,3.5,30824.94,10274.98,569729.3811244272,58.2,BI-Warehouse,2025-10-14
DA00264444,2025-02-08,2025,2,1,Saturday,True,H010,Evercare Medical Center,D10,Pulmonology,Non-Surgical,5,False,2013,,29,21,72.41,74.21648001947581,2.0,2.0,1.0,50.0,8.564999619941386,0.0,0.0,5.5,3.2782426336557897,79.48333333333333,5.0,3.88,7,1,9,2,0.33,0.04,64.0,3.0,2605.35,1302.68,480982.21715587593,17.3,BI-Warehouse,2025-02-12
DA00002250,2022-02-28,2022,2,1,Monday,False,H001,St. Mary General Hospital,D02,orthopedics,Surgical,3,False,2001,Dr. Ravi Ahmed,37,32,86.49,71.89694223547076,2.0,0.0,0.0,0.0,6.037037146627086,0.0,0.0,3.0,4.762924204103323,2536.0,2.0,2.12,1,6,3,5,0.03,0.37,32.0,2.0,7824.059999999999,3912.03,345117.9436630287,61.7,Analytics-ETL,2022-03-02
DA00255266,2024-12-22,2024,12,4,Sunday,True,H010,Evercare Medical Center,D05,peds,Non-Surgical,4,False,2009,Dr. Elena Ahmed,26,18,69.23,70.28035291956894,1.0,1.0,0.0,0.0,6.399224349544558,0.0,0.0,3.0,2.7898110180345905,62.34,3.0,2.35,5,1,4,1,,0.4,91.0,,4744.61,4744.61,84140.07222609472,61.1,Manual Aggregation,2024-12-23
DA00101849,2024-11-19,2024,11,4,Tuesday,False,H004,Sunrise Health Institute,D11,Gastroenterology,Non-Surgical,4,True,2003,Dr. Chloe Nguyen,32,22,68.75,87.54605959437097,1.0,1.0,1.0,100.0,6.679523092085186,0.0,0.0,4.0,5.045613718436421,11.676666666666668,5.0,4.39,7,5,9,4,0.32,0.1,38.0,,4987.92,4987.92,577065.580946288,0.0,Manual Aggregation,2024-11-21
DA00195085,2025-03-09,2025,3,1,Sunday,True,H008,Horizon Care Hospital,D02,Orthopedics Dept.,Surgical,3,False,2016,Dr. Nadia Kowalski,40,28,70.0,71.83542772018816,3.0,1.0,3.0,100.0,13.583707289507984,0.0,0.0,6.0,5.924053318195656,114.845,5.0,3.26,6,1,7,2,0.21,0.59,66.66666666666667,4.333333333333333,21621.86,7207.29,322939.396314146,0.0,Analytics-ETL,2025-03-11
DA00208599,2022-03-11,2022,3,1,Friday,False,H008,Horizon Care Hospital,D10,PULMO,Non-Surgical,7,True,2006,Dr. Ivan Petrov,37,25,67.57,84.78720674912962,0.0,1.0,0.0,,10.885742699876213,0.0,,,2.643375324540146,16.63,2.0,2.18,14,5,12,5,0.56,0.07,,,,,227963.66171338013,74.3,Analytics-ETL,2022-03-15
DA00066379,2022-10-05,2022,10,4,Wednesday,False,H003,Riverside Community Hospital,D07,emergency medicine,Critical,7,True,2018,Dr. Noah Smith,24,14,58.33,87.69907255843346,2.0,1.0,0.0,0.0,9.431967083219035,0.0,0.0,8.0,3.420082623183856,129.97,3.0,5.41,12,6,12,5,0.86,0.0,65.5,4.0,23579.63,,127074.90232519971,48.0,BI-Warehouse,2022-10-06
DA00053917,2023-08-21,2023,8,3,Monday,False,H002,Lakeview Medical Center,D15,Urology ,Surgical,2,True,2005,Dr. Nadia Chen,42,28,66.67,71.10005884347885,2.0,1.0,1.0,50.0,8.715063054283831,1.0,50.0,6.0,5.801750175088836,48.785,2.0,4.89,7,4,6,5,0.25,0.49,34.5,3.5,18925.92,9462.96,221023.3499216563,20.5,BI-Warehouse,2023-08-24
DA00176930,2025-06-22,2025,6,2,Sunday,True,H007,Unity Regional Medical Center,D07,Emergency Dept,Critical,2,True,2009,Dr. Ivan Smith,35,23,65.71,79.4953079920652,3.0,0.0,2.0,66.67,13.867678273269064,0.0,0.0,3.333333333333333,2.8369158901001823,64.58333333333333,3.0,4.66,11,5,11,5,0.48,0.67,61.333333333333336,3.6666666666666665,15437.03,5145.68,509950.789234883,8.9,Manual Aggregation,2025-06-25
DA00245183,2022-05-14,2022,5,2,Saturday,True,H009,Pinecrest General Hospital,D15,urology ,Surgical,2,False,2010,Dr. Grace Park,37,25,67.57,82.54456488510186,2.0,0.0,0.0,0.0,13.476518736137653,0.0,0.0,5.0,6.061521685321996,120.0,2.0,2.39,2,5,5,4,0.08,0.2,77.0,1.0,18170.37,9085.18,446723.90507538005,53.9,Analytics-ETL,2022-05-15
DA00165488,2024-02-22,2024,2,1,Thursday,False,H007,Unity Regional Medical Center,D01,Cardio,Non-Surgical,7,False,2002,Dr. Emma Lee,24,19,79.17,75.4186912225215,2.0,2.0,0.0,0.0,6.263521231289574,0.0,0.0,11.0,6.002087244023459,25.343333333333334,8.0,2.27,9,5,9,5,0.47,1.91,109.5,4.5,10766.81,5383.4,309456.9533453679,55.6,Analytics-ETL,2024-02-25
DA00246197,2025-02-21,2025,2,1,Friday,False,H009,Pinecrest General Hospital,D15,Urology ,Surgical,2,False,2010,Dr. Grace Park,37,30,81.08,82.54456488510186,3.0,1.0,3.0,100.0,13.476518736137653,0.0,0.0,6.666666666666667,6.061521685321996,43.401428571428575,7.0,3.02,4,4,5,4,,0.12,47.66666666666666,1.3333333333333333,15756.65,5252.22,446723.90507538005,0.0,Analytics-ETL,2025-02-24
DA00084407,2022-02-15,2022,2,1,Tuesday,False,H004,Sunrise Health Institute,D02,Orthopedics,Surgical,4,True,2008,Dr. Mei Reddy,44,33,75.0,70.91745796611058,2.0,2.0,1.0,50.0,11.958187063034696,0.0,0.0,4.0,4.310443944683946,34.9675,6.0,4.8,10,2,8,3,0.3,0.16,42.5,5.0,14883.18,7441.59,278902.3042905687,29.1,BI-Warehouse,2022-02-19
DA00168616,2022-09-16,2022,9,3,Friday,False,H007,Unity Regional Medical Center,D03,NEURO,Non-Surgical,8,True,2017,Dr. Wei Chen,40,27,67.5,85.48490305055844,1.0,1.0,1.0,100.0,13.444727768153747,0.0,0.0,11.0,6.256598978280813,86.9125,5.0,1.95,2,4,3,5,0.07,0.32,81.0,2.0,24755.78,24755.78,184950.8729044385,0.0,Manual Aggregation,2022-09-17
DA00059428,2023-09-23,2023,9,3,Saturday,True,H003,Riverside Community Hospital,D03,Neurology,Non-Surgical,6,False,2002,Dr. Omar Nguyen,35,18,51.43,76.83013317743215,1.0,0.0,1.0,100.0,12.51637509607582,0.0,0.0,3.0,2.531071690440269,72.0,1.0,1.36,9,4,8,3,0.5,0.16,70.0,2.0,6652.47,6652.47,376553.3918201329,0.0,BI-Warehouse,2023-09-24
DA00006219,2023-01-11,2023,1,1,Wednesday,False,H001,St. Mary General Hospital,D04,Onco,Non-Surgical,7,True,2014,Dr. Priya Brown,29,23,79.31,71.27587211614282,0.0,1.0,0.0,,8.113643519523748,0.0,,,4.368835255301364,,1.0,3.54,11,3,9,2,0.48,0.05,,,,,586696.9616779506,81.6,Analytics-ETL,2023-01-13
DA00256420,2023-02-19,2023,2,1,Sunday,True,H010,Evercare Medical Center,D06,General Surg,Surgical,7,True,2001,Dr. Yusuf Ahmed,30,22,73.33,73.57768467364221,2.0,1.0,2.0,100.0,9.078877631366328,1.0,50.0,1.5,2.7124314996391874,36.0,3.0,1.16,7,5,9,4,0.32,1.34,51.0,4.0,5461.0,2730.5,216576.72051479464,0.0,BI-Warehouse,2023-02-20
DA00016037,2024-11-29,2024,11,4,Friday,False,H001,St. Mary General Hospital,D09,nephrology ,Non-Surgical,5,True,1998,Dr. Carlos Ali,24,18,75.0,70.1391536683842,1.0,0.0,1.0,100.0,9.255989684096631,1.0,100.0,3.0,3.788391145923892,53.234,6.0,4.08,1,3,3,3,0.06,0.02,82.0,1.0,5657.52,5657.52,569729.3811244272,0.0,Analytics-ETL,2024-12-01
DA00215839,2022-01-06,2022,1,1,Thursday,False,H008,Horizon Care Hospital,D14,Gen. Medicine,Non-Surgical,6,False,2002,Dr. Liam Ahmed,52,35,67.31,80.17106685991287,0.0,5.0,0.0,,9.824054695904785,0.0,,,6.3631871020474495,11.2,3.0,3.05,9,1,8,2,0.26,0.15,,,,,136189.16869884304,71.6,Analytics-ETL,2022-01-07
