resource_utilization_id,date,year,month,quarter,day_of_week,is_weekend,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,cost_per_day_usd,resource_condition,maintenance_due_flag,last_maintenance_date,planned_capacity_next_month,record_source_system,last_updated_timestamp
RU00702876,2024-11-09,2024,11,4,Saturday,True,H007,Unity Regional Medical Center,D08,Obstetrics & Gynecology,Clinical Staff,Nurses & Doctors,11,10,,90.91,False,88,80.0,8.0,,8.0,2.0,1.6,6.0,3270.02,,False,2024-10-04,11.0,Facilities-Mgmt-System,2024-11-11
RU00537553,2021-01-29,2021,1,1,Friday,False,H002,Lakeview Medical Center,D03,Neurology,  Equipment  ,EEG Machines,12,7,1.0,58.33,False,288,108.2,179.3,0.48,,,,14.4,1919.04,Good,False,2020-07-14,13.0,Facilities-Mgmt-System,2021-02-01
RU00698347,2022-07-07,2022,7,3,Thursday,False,H001,St. Mary General Hospital,D03,Neurology,Clinical Staff,Nurses & Doctors,7,7,,100.0,True,56,56.0,0.0,,6.0,1.0,0.6,4.7,1642.51,,False,2022-07-05,7.0,Manual Log,2022-07-11
RU00623211,2023-02-25,2023,2,1,Saturday,True,H003,Riverside Community Hospital,D14,General Medicine,Clinical Staff,Nurses & Doctors,7,8,,114.29,True,56,64.0,0.0,,3.0,5.0,6.8,8.2,3731.26,,False,2022-11-07,7.0,Analytics-ETL,2023-02-26
RU00691879,2024-06-14,2024,6,2,Friday,False,H007,Unity Regional Medical Center,D14,General Medicine,Clinical Staff,Nurses & Doctors,9,10,,111.11,True,72,80.0,0.0,,8.0,2.0,3.1,6.6,3308.4,,False,2024-01-26,9.0,Analytics-ETL,2024-06-17
RU00042729,2025-06-28,2025,6,2,Saturday,True,H001,St. Mary General Hospital,D10,Pulmonology,Bed,Inpatient Bed,20,11,3.0,55.0,False,480,241.1,166.9,72.0,,,,,6811.31,Needs Repair,True,2025-04-10,21.0,Manual Log,2025-07-01
RU00788597,2023-04-02,2023,4,2,Sunday,True,H001,St. Mary General Hospital,D05,Pediatrics,Clinical Staff,Nurses & Doctors,15,15,,100.0,True,120,120.0,0.0,,14.0,1.0,1.3,6.5,4290.7,,False,2022-12-06,15.0,Analytics-ETL,2023-04-03
RU00788752,2021-04-26,2021,4,2,Monday,False,H002,Lakeview Medical Center,D01,Cardiology,Clinical Staff,Nurses & Doctors,7,5,,71.43,False,56,40.0,16.0,,4.0,1.0,0.3,7.3,1509.47,,False,2021-02-16,7.0,Analytics-ETL,2021-04-30
RU00114679,2024-11-08,2024,11,4,Friday,False,H003,Riverside Community Hospital,D05,Pediatrics,Bed,Inpatient Bed,25,17,3.0,68.0,False,600,391.8,136.2,72.0,,,,,8606.79,Needs Repair,True,2024-06-16,25.0,Manual Log,2024-11-12
RU00151994,2023-01-29,2023,1,1,Sunday,True,H007,Unity Regional Medical Center,D06,General Surgery,Bed,Inpatient Bed,55,38,1.0,69.09,False,1320,890.5,405.5,24.0,,,,,10515.51,Functional,True,2022-12-18,58.0,Manual Log,2023-02-01
RU00737950,2025-05-09,2025,5,2,Friday,False,H007,Unity Regional Medical Center,D04,Oncology,Clinical Staff,Nurses & Doctors,13,13,,100.0,True,104,104.0,0.0,,11.0,2.0,2.1,4.0,3969.63,,False,2025-04-01,13.0,Manual Log,2025-05-10
RU00810940,2025-02-18,2025,2,1,Tuesday,False,H007,Unity Regional Medical Center,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,16,17,,106.25,True,128,136.0,0.0,,13.0,4.0,1.5,3.8,5678.78,,False,2025-02-01,16.0,Facilities-Mgmt-System,2025-02-21
RU00517010,2022-09-19,2022,9,3,Monday,False,H006,Green Valley Hospital,D01,Cardiology,Equipment,Cardiac Monitors,8,4,1.0,50.0,False,192,65.3,126.7,0.01,,,,,651.2,Good,False,2022-04-27,8.0,Analytics-ETL,2022-09-21
RU00546577,2021-07-15,2021,7,3,Thursday,False,H005,Metro City Hospital,D03,Neurology,Equipment,EEG Machines,10,5,2.0,50.0,False,240,92.7,147.2,0.11,,,,,2070.5,Needs Replacement,False,2021-01-28,10.0,Analytics-ETL,2021-07-17
RU00101376,2025-05-05,2025,5,2,Monday,False,H003,Riverside Community Hospital,D03,Neurology,Bed,Inpatient Bed,35,26,1.0,74.29,False,840,564.3,251.7,24.0,,,,,10054.96,Needs Repair,True,2024-11-30,37.0,Facilities-Mgmt-System,2025-05-06
RU00619936,2024-12-21,2024,12,4,Saturday,True,H002,Lakeview Medical Center,D06,General Surgery,Clinical Staff,Nurses & Doctors,12,11,,91.67,False,96,88.0,8.0,,9.0,2.0,0.5,4.3,3176.89,,False,2024-07-12,13.0,Analytics-ETL,2024-12-23
RU00118872,2025-07-27,2025,7,3,Sunday,True,H007,Unity Regional Medical Center,D15,Urology,Bed,Inpatient Bed,53,31,3.0,58.49,False,1272,723.5,476.5,72.0,,,,,17470.7,Functional,True,2025-06-08,55.0,Analytics-ETL,2025-07-30
RU00313105,2022-07-08,2022,7,3,Friday,False,H006,Green Valley Hospital,D06,General Surgery,Equipment,Surgical Equipment Sets,19,12,1.0,63.16,False,456,211.4,244.2,0.35,,,,6.2,3657.31,New,False,2022-05-14,19.0,Facilities-Mgmt-System,2022-07-11
RU00054236,2021-06-21,2021,6,2,Monday,False,H007,Unity Regional Medical Center,D13,ICU,Bed,Inpatient Bed,25,17,0.0,68.0,False,600,383.4,216.6,0.0,,,,,4484.48,Functional,False,2021-06-12,26.0,Facilities-Mgmt-System,2021-06-25
RU00713163,2025-07-15,2025,7,3,Tuesday,False,H001,St. Mary General Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,11,13,,118.18,True,88,104.0,0.0,,11.0,2.0,1.5,10.5,3697.68,,False,2025-05-22,11.0,Analytics-ETL,2025-07-17
RU00045542,2022-11-05,2022,11,4,Saturday,True,H005,Metro City Hospital,D03,Neurology,Bed,Inpatient Bed,40,24,1.0,60.0,False,960,534.8,401.2,24.0,,,,,8006.43,Functional,True,2022-08-07,39.0,Manual Log,2022-11-07
RU00111363,2021-05-06,2021,5,2,Thursday,False,H001,St. Mary General Hospital,D06,General Surgery,Bed,Inpatient Bed,57,46,1.0,80.7,False,1368,1032.2,311.8,24.0,,,,,13111.3,Functional,True,,60.0,Manual Log,2021-05-09
RU00705225,2024-09-25,2024,9,3,Wednesday,False,H004,Sunrise Health Institute,D06,General Surgery,Clinical Staff,Nurses & Doctors,8,5,,62.5,False,64,40.0,24.0,,1.0,4.0,0.6,2.4,2209.57,,False,2024-05-19,8.0,Analytics-ETL,2024-09-26
RU00736013,2023-12-11,2023,12,4,Monday,False,H003,Riverside Community Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,14,15,,107.14,True,112,120.0,0.0,,10.0,5.0,0.7,4.3,6396.58,,False,2023-07-18,14.0,Analytics-ETL,2023-12-15
RU00677827,2025-03-13,2025,3,1,Thursday,False,H006,Green Valley Hospital,D08,Obstetrics & Gynecology,Clinical Staff,Nurses & Doctors,14,16,,114.29,True,112,128.0,0.0,,13.0,3.0,1.8,,5733.53,,False,2025-01-26,14.0,Facilities-Mgmt-System,2025-03-14
RU00478298,2022-01-26,2022,1,1,Wednesday,False,H004,Sunrise Health Institute,D01,Cardiology,Equipment,Cardiac Monitors,5,3,0.0,60.0,False,120,55.8,64.0,0.18,,,,18.7,484.05,Good,False,2021-11-05,5.0,Analytics-ETL,2022-01-27
RU00260320,2024-03-25,2024,3,1,Monday,False,H005,Metro City Hospital,D12,Psychiatry,Bed,Inpatient Bed,50,37,2.0,74.0,False,1200,854.2,297.8,48.0,,,,,18924.86,Functional,True,2024-02-27,,Facilities-Mgmt-System,2024-03-28
RU00013355,2024-11-28,2024,11,4,Thursday,False,H008,Horizon Care Hospital,D12,Psychiatry,Bed,Inpatient Bed,29,22,2.0,75.86,False,696,523.4,124.6,48.0,,,,,9746.27,Needs Repair,True,2024-08-27,30.0,Manual Log,2024-12-01
RU00366165,2024-12-15,2024,12,4,Sunday,True,H001,St. Mary General Hospital,D07,Emergency Medicine,Equipment,Defibrillators,25,15,0.0,60.0,False,600,328.6,271.2,0.23,,,,9.7,4353.5,Good,False,2024-11-19,25.0,Facilities-Mgmt-System,2024-12-16
RU00600197,2024-12-05,2024,12,4,Thursday,False,H004,Sunrise Health Institute,D02,Orthopedics,Clinical Staff,Nurses & Doctors,11,13,,118.18,True,88,104.0,0.0,,10.0,3.0,0.4,3.7,3886.62,,False,2024-06-24,11.0,Analytics-ETL,2024-12-06
RU00225462,2024-02-04,2024,2,1,Sunday,True,H002,Lakeview Medical Center,D08,Obstetrics & Gynecology,Bed,INPATIENT BED,49,37,0.0,75.51,False,1176,816.9,359.1,0.0,,,,,16109.06,Needs Repair,False,2023-12-30,50.0,Manual Log,2024-02-07
RU00354406,2025-02-19,2025,2,1,Wednesday,False,H008,Horizon Care Hospital,D14,General Medicine,Equipment,Infusion Pumps,14,8,0.0,57.14,False,336,171.6,164.0,0.45,,,,19.8,774.76,Good,False,2024-10-08,14.0,Analytics-ETL,2025-02-20
RU00352918,2025-11-04,2025,11,4,Tuesday,False,H005,Metro City Hospital,D12,Psychiatry,Equipment,Patient Monitoring Devices,14,8,0.0,57.14,False,336,116.5,219.3,0.17,,,,7.8,776.44,Needs Replacement,False,2025-05-10,14.0,Analytics-ETL,2025-11-07
RU00075655,2021-01-29,2021,1,1,Friday,False,H003,Riverside Community Hospital,D05,Pediatrics,Bed,Inpatient Bed,25,20,3.0,80.0,False,600,465.1,62.9,72.0,,,,,7559.64,Functional,True,2020-08-06,25.0,ANALYTICS-ETL,2021-02-02
RU00628124,2021-12-07,2021,12,4,Tuesday,False,H001,St. Mary General Hospital,D12,Psychiatry,Clinical Staff,Nurses & Doctors,7,6,,85.71,False,56,48.0,8.0,,3.0,3.0,0.5,4.0,2121.43,,False,2021-07-12,7.0,Analytics-ETL,2021-12-10
RU00656907,2024-04-24,2024,4,2,Wednesday,False,H003,Riverside Community Hospital,D02,Orthopedics,Clinical Staff,Nurses & Doctors,12,14,,116.67,True,96,112.0,0.0,,11.0,3.0,1.9,4.4,4483.39,,False,2024-02-28,12.0,Analytics-ETL,2024-04-27
RU00201740,2021-05-26,2021,5,2,Wednesday,False,H007,Unity Regional Medical Center,D06,General Surgery,Bed,Inpatient Bed,55,39,0.0,70.91,False,1320,891.6,428.4,0.0,,,,,14165.56,Functional,False,2021-04-07,58.0,Analytics-ETL,2021-05-29
RU00086715,2024-03-16,2024,3,1,Saturday,True,H009,Pinecrest General Hospital,D03,Neurology,Bed,Inpatient Bed,41,28,2.0,68.29,False,984,664.5,271.5,48.0,,,,,12633.22,Functional,True,2024-03-05,43.0,Analytics-ETL,2024-03-17
RU00184357,2021-03-09,2021,3,1,Tuesday,False,H003,Riverside Community Hospital,D09,Nephrology,Bed,Inpatient Bed,21,16,3.0,76.19,False,504,373.2,58.8,72.0,,,,,7695.46,Functional,True,2020-11-18,22.0,Manual Log,2021-03-12
RU00516768,2023-05-24,2023,5,2,Wednesday,False,H002,Lakeview Medical Center,D12,Psychiatry,Equipment,Patient Monitoring Devices,14,8,2.0,57.14,False,336,179.7,156.0,0.28,,,,7.1,2338.14,Needs Replacement,True,2023-04-14,14.0,Facilities-Mgmt-System,2023-05-25
RU00087062,2022-11-08,2022,11,4,Tuesday,False,H004,Sunrise Health Institute,D04,Oncology,Bed,Inpatient Bed,55,36,0.0,65.45,False,1320,825.9,494.1,0.0,,,,,13547.46,Functional,False,2022-07-29,53.0,Facilities-Mgmt-System,2022-11-11
RU00132155,2023-07-29,2023,7,3,Saturday,True,H004,Sunrise Health Institute,D04,Oncology,Bed,Inpatient Bed,55,31,1.0,56.36,False,1320,706.9,589.1,24.0,,,,,14085.14,Functional,True,2023-02-09,57.0,Manual Log,2023-07-31
RU00560417,2021-09-07,2021,9,3,Tuesday,False,H005,Metro City Hospital,D13,ICU,Clinical Staff,Nurses & Doctors,7,9,,128.57,True,56,72.0,0.0,,8.0,1.0,0.2,7.8,2435.94,,False,2021-07-17,7.0,Analytics-ETL,2021-09-08
RU00163479,2022-02-04,2022,2,1,Friday,False,H003,Riverside Community Hospital,D12,Psychiatry,Bed,Inpatient Bed,23,20,0.0,86.96,False,552,432.9,119.1,0.0,,,,,8317.72,Functional,False,2021-12-18,24.0,Analytics-ETL,2022-02-06
RU00821257,2025-10-01,2025,10,4,Wednesday,False,H006,Green Valley Hospital,D12,Psychiatry,Clinical Staff,Nurses & Doctors,14,17,,,True,112,136.0,0.0,,11.0,6.0,3.1,4.9,6061.41,,False,2025-05-21,15.0,Facilities-Mgmt-System,2025-10-03
RU00531292,2021-01-30,2021,1,1,Saturday,True,H002,Lakeview Medical Center,D13,ICU,Equipment,Ventilators,17,10,1.0,58.82,False,408,226.0,181.8,0.16,,,,10.9,651.95,Fair,False,2020-11-08,18.0,Facilities-Mgmt-System,2021-02-03
RU00598323,2022-04-15,2022,4,2,Friday,False,H006,Green Valley Hospital,D09,Nephrology,Clinical Staff,Nurses & Doctors,9,9,,100.0,True,72,72.0,0.0,,8.0,1.0,1.9,7.0,2686.44,,False,2021-11-01,9.0,Analytics-ETL,2022-04-19
RU00665306,2025-07-13,2025,7,3,Sunday,True,H001,St. Mary General Hospital,D13,ICU,Clinical Staff,Nurses & Doctors,10,8,,80.0,False,80,64.0,16.0,,5.0,3.0,0.2,9.6,2543.88,,False,2025-02-03,10.0,Analytics-ETL,2025-07-17
RU00448252,2022-05-28,2022,5,2,Saturday,True,H003,Riverside Community Hospital,D13,ICU,Equipment,Ventilators,17,7,1.0,41.18,False,408,151.3,256.5,0.16,,,,16.6,1702.55,Good,False,2022-02-04,18.0,Analytics-ETL,2022-05-30
RU00684398,2023-06-28,2023,6,2,Wednesday,False,H001,St. Mary General Hospital,D08,Obstetrics & Gynecology,Clinical Staff,Nurses & Doctors,13,12,,92.31,True,104,96.0,8.0,,8.0,4.0,2.0,9.1,4174.02,,False,2023-03-22,14.0,Facilities-Mgmt-System,2023-06-29
RU00324690,2023-05-30,2023,5,2,Tuesday,False,H010,Evercare Medical Center,D15,Urology,Equipment,Urology Scopes,11,6,1.0,54.55,False,264,121.0,142.7,0.29,,,,15.1,643.28,Good,False,2023-03-31,11.0,  Facilities-Mgmt-System  ,2023-05-31
RU00008364,2021-11-24,2021,11,4,Wednesday,False,H008,Horizon Care Hospital,D15,Urology,Bed,Inpatient Bed,33,22,2.0,66.67,False,792,485.1,258.9,48.0,,,,,10136.95,Functional,True,2021-06-11,33.0,Facilities-Mgmt-System,2021-11-25
RU00116916,2021-03-06,2021,3,1,Saturday,True,H006,Green Valley Hospital,D13,ICU,BED,Inpatient Bed,35,28,2.0,80.0,False,840,629.8,162.2,48.0,,,,,13406.68,Needs Repair,True,2020-11-11,37.0,Facilities-Mgmt-System,2021-03-08
RU00531648,2022-07-22,2022,7,3,Friday,False,H010,Evercare Medical Center,D01,Cardiology,Equipment,Cardiac Monitors,13,7,1.0,,False,312,158.5,152.9,0.56,,,,8.1,2300.09,New,False,2022-05-13,13.0,Analytics-ETL,2022-07-23
RU00247741,2024-10-17,2024,10,4,Thursday,False,H005,Metro City Hospital,D11,Gastroenterology,Bed,Inpatient Bed,39,25,2.0,64.1,False,936,551.6,336.4,48.0,,,,,12304.59,Functional,True,2024-05-31,42.0,Analytics-ETL,2024-10-20
RU00752021,2025-03-12,2025,3,1,Wednesday,False,H010,Evercare Medical Center,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,7,9,,128.57,True,56,72.0,0.0,,5.0,4.0,3.2,6.7,3486.63,,False,2024-11-07,7.0,Manual Log,2025-03-16
RU00193762,2021-11-19,2021,11,4,Friday,False,H010,Evercare Medical Center,D12,Psychiatry,Bed,Inpatient Bed,37,28,2.0,75.68,False,888,666.0,174.0,48.0,,,,,8270.15,Functional,True,2021-06-06,39.0,Manual Log,2021-11-20
RU00197477,2024-07-02,2024,7,3,Tuesday,False,H004,Sunrise Health Institute,D15,Urology,Bed,Inpatient Bed,35,22,2.0,62.86,False,840,495.1,296.9,48.0,,,,,5500.02,Functional,True,2024-05-05,37.0,Analytics-ETL,2024-07-03
RU00026667,2024-06-29,2024,6,2,Saturday,True,H003,Riverside Community Hospital,D11,Gastroenterology,Bed,Inpatient Bed,48,25,2.0,52.08,False,1152,590.4,513.6,48.0,,,,,9040.74,Functional,True,2024-04-18,49.0,Analytics-ETL,2024-07-02
RU00823758,2022-08-06,2022,8,3,Saturday,True,H010,Evercare Medical Center,D08,Obstetrics & Gynecology,Bed,INPATIENT BED,37,21,0.0,56.76,False,888,485.0,403.0,0.0,,,,,8482.91,Needs Repair,False,2022-02-14,37.0,ANALYTICS-ETL,2022-08-07
RU00147443,2023-05-11,2023,5,2,Thursday,False,H007,Unity Regional Medical Center,D14,General Medicine,bed,Inpatient Bed,53,41,0.0,77.36,False,1272,900.4,371.6,0.0,,,,,15766.85,Functional,False,2023-04-25,54.0,Analytics-ETL,2023-05-15
RU00626693,2023-07-28,2023,7,3,Friday,False,H001,St. Mary General Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,11,11,,100.0,True,88,88.0,0.0,,9.0,2.0,1.2,4.4,3903.48,,False,2023-01-30,11.0,Manual Log,2023-07-29
RU00441681,2022-09-16,2022,9,3,Friday,False,H001,St. Mary General Hospital,D14,General Medicine,Equipment,Infusion Pumps,5,2,1.0,40.0,False,120,44.2,75.1,0.7,,,,16.6,597.9,Fair,False,2022-07-30,5.0,Facilities-Mgmt-System,2022-09-19
RU00290490,2023-04-16,2023,4,2,Sunday,True,H007,Unity Regional Medical Center,D07,Emergency Medicine,Equipment,Defibrillators,17,11,0.0,64.71,False,408,233.9,173.6,0.5,,,,18.6,1501.95,Good,False,2023-03-22,18.0,Manual Log,2023-04-20
RU00402165,2024-04-10,2024,4,2,Wednesday,False,H008,Horizon Care Hospital,D02,Orthopedics,Equipment,Orthopedic Surgical Sets,9,5,0.0,55.56,False,216,101.3,114.6,0.11,,,,12.9,1778.94,Good,False,2023-11-27,10.0,Manual Log,2024-04-11
RU00594068,2024-01-21,2024,1,1,Sunday,True,H003,Riverside Community Hospital,D15,Urology,Clinical Staff,Nurses & Doctors,7,4,,57.14,False,56,32.0,24.0,,1.0,3.0,1.6,,,,False,2024-01-14,7.0,Analytics-ETL,2024-01-24
RU00023946,2024-11-13,2024,11,4,Wednesday,False,H006,Green Valley Hospital,D15,Urology,Bed,Inpatient Bed,55,36,1.0,65.45,False,1320,781.8,514.2,24.0,,,,,16290.17,Functional,True,2024-05-25,59.0,Analytics-ETL,2024-11-16
RU00477349,2023-05-01,2023,5,2,Monday,False,H009,Pinecrest General Hospital,D08,Obstetrics & Gynecology,Equipment,Ultrasound Machines,19,10,1.0,52.63,False,456,197.6,257.3,1.14,,,,3.2,"$3,612.47",New,False,2022-11-18,19.0,Analytics-ETL,2023-05-03
RU00312897,2024-06-25,2024,6,2,Tuesday,False,H008,Horizon Care Hospital,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,14,8,1.0,57.14,False,336,125.3,210.5,0.24,,,,23.5,756.98,Fair,False,2024-05-25,14.0,Analytics-ETL,2024-06-29
RU00284075,2022-12-12,2022,12,4,Monday,False,H005,Metro City Hospital,D09,Nephrology,Equipment,DIALYSIS MACHINES,16,9,0.0,56.25,False,384,184.8,199.2,0.03,,,,13.2,,New,False,2022-11-26,16.0,Manual Log,2022-12-13
RU00668113,2025-01-22,2025,1,1,Wednesday,False,H005,Metro City Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,11,9,,81.82,False,88,72.0,16.0,,6.0,3.0,1.5,8.2,3786.91,,False,2025-01-10,11.0,ANALYTICS-ETL,2025-01-25
RU00315302,2022-03-14,2022,3,1,Monday,False,H005,Metro City Hospital,D12,Psychiatry,Equipment,Patient Monitoring Devices,14,8,2.0,57.14,False,336,164.5,170.9,0.57,,,,11.7,776.44,Good,False,2021-11-25,14.0,Analytics-ETL,2022-03-17
RU00659186,2023-12-23,2023,12,4,Saturday,True,H007,Unity Regional Medical Center,D02,Orthopedics,Clinical Staff,Nurses & Doctors,6,6,,100.0,True,48,48.0,0.0,,4.0,2.0,1.3,2.2,1970.3,,False,2023-08-28,6.0,Manual Log,2023-12-24
RU00301424,2024-02-21,2024,2,1,Wednesday,False,H009,Pinecrest General Hospital,D13,ICU,Equipment,Ventilators,30,22,0.0,73.33,False,720,439.7,279.4,0.9,,,,14.6,5906.4,Good,False,2023-12-01,30.0,Analytics-ETL,2024-02-22
RU00624823,2023-02-02,2023,2,1,Thursday,False,H010,Evercare Medical Center,D02,Orthopedics,Clinical Staff,Nurses & Doctors,17,18,,105.88,True,136,144.0,0.0,,13.0,5.0,2.0,6.7,5972.98,,False,2022-09-15,18.0,Analytics-ETL,2023-02-03
RU00047041,2022-12-13,2022,12,4,Tuesday,False,H010,Evercare Medical Center,D14,General Medicine,Bed,Inpatient Bed,51,38,0.0,74.51,False,1224,905.8,318.2,0.0,,,,,12423.19,Needs Repair,False,2022-11-20,54.0,Analytics-ETL,2022-12-17
RU00680030,2023-09-03,2023,9,3,Sunday,True,H003,Riverside Community Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,14,12,,85.71,False,112,96.0,16.0,,7.0,5.0,0.3,10.1,5448.43,,False,2023-08-23,15.0,Analytics-ETL,2023-09-05
RU00285159,2022-02-09,2022,2,1,Wednesday,False,H002,Lakeview Medical Center,D07,Emergency Medicine,Equipment,Defibrillators,18,13,1.0,72.22,False,432,214.3,217.6,0.1,,,,21.0,2799.0,good,False,,18.0,Analytics-ETL,2022-02-12
RU00825864,2023-09-07,2023,9,3,Thursday,False,H010,Evercare Medical Center,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,8,4,0.0,50.0,False,192,65.9,126.1,0.04,,,,14.1,544.8,Fair,False,2023-07-09,8.0,Analytics-ETL,2023-09-08
RU00820541,2022-01-12,2022,1,1,Wednesday,False,H010,Evercare Medical Center,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,7,9,,128.57,True,56,72.0,0.0,,4.0,5.0,0.5,9.6,5214.91,,False,2021-11-11,7.0,Manual Log,2022-01-14
RU00462876,2023-06-20,2023,6,2,Tuesday,False,H010,Evercare Medical Center,D13,ICU,Equipment,Ventilators,29,20,0.0,68.97,False,696,415.0,280.3,0.68,,,,19.9,1999.55,New,True,2023-05-15,31.0,Facilities-Mgmt-System,2023-06-22
RU00014458,2022-08-22,2022,8,3,Monday,False,H008,Horizon Care Hospital,D15,Urology,Bed,Inpatient Bed,33,20,2.0,60.61,False,792,453.5,290.5,48.0,,,,,10892.39,Needs Repair,True,2022-04-18,33.0,Manual Log,2022-08-24
RU00137078,2022-04-01,2022,4,2,Friday,False,H002,Lakeview Medical Center,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,49,37,1.0,75.51,False,1176,870.7,281.3,24.0,,,,,8531.28,Functional,True,2022-01-03,48.0,Analytics-ETL,2022-04-02
RU00455121,2024-11-09,2024,11,4,Saturday,True,H004,Sunrise Health Institute,D06,General Surgery,Equipment,Surgical Equipment Sets,13,5,2.0,38.46,False,312,110.3,200.2,1.53,,,,9.8,785.59,Good,False,2024-05-04,13.0,Facilities-Mgmt-System,2024-11-11
RU00486499,2021-05-02,2021,5,2,Sunday,True,H004,Sunrise Health Institute,D01,Cardiology,Equipment,Cardiac Monitors,5,3,0.0,60.0,False,120,44.5,75.4,0.11,,,,11.9,484.05,Good,False,2020-12-20,5.0,Analytics-ETL,2021-05-06
RU00185520,2021-11-17,2021,11,4,Wednesday,False,H004,Sunrise Health Institute,D15,Urology,Bed,Inpatient Bed,35,25,2.0,71.43,False,840,564.4,227.6,48.0,,,,,13866.96,Functional,True,2021-10-16,34.0,Manual Log,2021-11-21
RU00795875,2022-02-16,2022,2,1,Wednesday,False,H010,Evercare Medical Center,D11,Gastroenterology,Clinical Staff,Nurses & Doctors,10,10,,100.0,True,80,80.0,0.0,,6.0,4.0,0.9,3.3,3643.08,,False,2022-02-10,10.0,Analytics-ETL,2022-02-18
RU00570699,2023-07-19,2023,7,3,Wednesday,False,H004,Sunrise Health Institute,D15,Urology,Clinical Staff,Nurses & Doctors,10,13,,130.0,True,80,104.0,0.0,,7.0,6.0,2.6,3.5,5306.0,,False,,11.0,MANUAL LOG,2023-07-23
RU00493136,2024-08-16,2024,8,3,Friday,False,H009,Pinecrest General Hospital,D02,Orthopedics,Equipment,Orthopedic Surgical Sets,9,5,2.0,55.56,False,216,102.3,112.8,0.94,,,,5.0,839.34,Good,False,2024-05-28,9.0,Manual Log,2024-08-18
RU00501770,2025-12-07,2025,12,4,Sunday,True,H001,St. Mary General Hospital,D07,Emergency Medicine,Equipment,Defibrillators,25,12,2.0,48.0,False,600,241.1,358.2,0.68,,,,13.8,4353.5,Good,False,2025-12-05,24.0,Manual Log,2025-12-10
RU00092250,2023-11-06,2023,11,4,Monday,False,H002,Lakeview Medical Center,D14,General Medicine,Bed,Inpatient Bed,48,30,1.0,62.5,False,1152,704.3,423.7,24.0,,,,,9040.55,Needs Repair,True,2023-09-14,51.0,Analytics-ETL,2023-11-07
RU00293379,2021-10-25,2021,10,4,Monday,False,H001,St. Mary General Hospital,D11,Gastroenterology,Equipment,Endoscopy Units,5,2,0.0,40.0,False,120,35.6,83.8,0.62,,,,10.3,685.9,New,False,2021-06-02,5.0,Analytics-ETL,2021-10-26
RU00579800,2024-09-06,2024,9,3,Friday,False,H006,Green Valley Hospital,D05,Pediatrics,Clinical Staff,Nurses & Doctors,15,15,,100.0,True,120,120.0,0.0,,12.0,3.0,0.6,6.0,4447.86,,False,2024-04-21,15.0,analytics-etl,2024-09-10
RU00594526,2025-11-25,2025,11,4,Tuesday,False,H005,Metro City Hospital,D03,Neurology,Clinical Staff,Nurses & Doctors,11,10,,90.91,False,88,80.0,8.0,,9.0,1.0,0.2,8.0,2688.39,,False,2025-11-15,12.0,Manual Log,2025-11-27
RU00731043,2021-03-02,2021,3,1,Tuesday,False,H002,Lakeview Medical Center,D14,General Medicine,Clinical Staff,Nurses & Doctors,11,13,,118.18,True,88,104.0,0.0,,12.0,1.0,0.5,4.2,3402.08,,False,2020-09-17,12.0,Manual Log,2021-03-05
RU00798633,2025-03-08,2025,3,1,Saturday,True,H001,St. Mary General Hospital,D13,ICU,Clinical Staff,Nurses & Doctors,10,8,,80.0,False,80,64.0,16.0,,3.0,5.0,0.2,6.5,3351.16,,False,2025-03-03,10.0,Facilities-Mgmt-System,2025-03-11
RU00177761,2023-07-21,2023,7,3,Friday,False,H001,St. Mary General Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,32,20,1.0,62.5,False,768,437.5,306.5,24.0,,,,,11973.7,Functional,True,2023-04-15,32.0,Analytics-ETL,2023-07-24
RU00155900,2022-12-14,2022,12,4,Wednesday,False,H002,Lakeview Medical Center,D15,Urology,Bed,Inpatient Bed,42,29,1.0,69.05,False,1008,641.0,343.0,24.0,,,,,14081.4,Functional,True,2022-10-01,44.0,Facilities-Mgmt-System,2022-12-16
RU00489708,2021-07-03,2021,7,3,Saturday,True,H009,Pinecrest General Hospital,D10,Pulmonology,Equipment,Ventilators,7,3,1.0,42.86,False,168,47.4,120.4,0.16,,,,11.2,1316.63,FAIR,True,2020-12-23,7.0,Manual Log,2021-07-06
RU00099209,2025-11-25,2025,11,4,Tuesday,False,H006,Green Valley Hospital,D03,Neurology,Bed,Inpatient Bed,20,13,1.0,65.0,False,480,292.1,163.9,24.0,,,,,6563.14,Functional,True,,21.0,Analytics-ETL,2025-11-29
