hospital_id,hospital_name,hospital_ward,admission_date,available_beds,occupied_beds,bed_utilization_rate
HOSP-2864,The Johns Hopkins Hospital,maternity,,390,380,97.43589743589743
HOSP-2865,The Johns Hopkins Hospital,surgery,,310,360,116.12903225806453
HOSP-2867,The Johns Hopkins Hospital,icu,,370,120,32.432432432432435
HOSP-2867,The Johns Hopkins Hospital,pediatrics,2023-06-20,150,120,80.0
HOSP-2867,The Johns Hopkins Hospital,surgery,2021-02-26,170,180,105.88235294117648
HOSP-2868,The Johns Hopkins Hospital,er,2023-06-26,400,80,20.0
HOSP-2869,The Johns Hopkins Hospital,er,,280,240,85.71428571428571
HOSP-2871,The Johns Hopkins Hospital,er,2022-03-21,170,90,52.94117647058824
HOSP-2871,The Johns Hopkins Hospital,pediatrics,2021-11-23,360,90,25.0
HOSP-2871,The Johns Hopkins Hospital,surgery,2022-01-28,180,190,105.55555555555556
HOSP-2873,The Johns Hopkins Hospital,maternity,,290,150,51.724137931034484
HOSP-2875,The Johns Hopkins Hospital,er,2020-11-16,250,170,68.0
HOSP-2876,The Johns Hopkins Hospital,er,2024-03-31,280,60,21.428571428571427
HOSP-2876,The Johns Hopkins Hospital,maternity,2022-06-26,420,60,14.285714285714285
HOSP-2876,The Johns Hopkins Hospital,pediatrics,2024-03-26,120,370,308.33333333333337
HOSP-2877,The Johns Hopkins Hospital,icu,2021-12-13,250,210,84.0
HOSP-2878,The Johns Hopkins Hospital,surgery,2021-02-25,200,300,150.0
HOSP-2879,The Johns Hopkins Hospital,er,2021-11-16,280,190,67.85714285714286
HOSP-2880,The Johns Hopkins Hospital,maternity,,480,300,62.5
HOSP-2881,The Johns Hopkins Hospital,pediatrics,2024-01-24,470,150,31.914893617021278
HOSP-2885,The Johns Hopkins Hospital,maternity,2022-03-26,410,200,48.78048780487805
HOSP-2886,The Johns Hopkins Hospital,icu,2021-02-20,400,80,20.0
HOSP-2886,The Johns Hopkins Hospital,surgery,,460,50,10.869565217391305
HOSP-2888,The Johns Hopkins Hospital,pediatrics,,130,220,169.23076923076923
HOSP-2888,The Johns Hopkins Hospital,surgery,,350,20,5.714285714285714
HOSP-2889,The Johns Hopkins Hospital,er,2023-09-30,430,140,32.55813953488372
HOSP-2891,The Johns Hopkins Hospital,er,2023-11-24,100,100,100.0
HOSP-2891,The Johns Hopkins Hospital,icu,2021-11-22,110,80,72.72727272727273
HOSP-2894,The Johns Hopkins Hospital,er,2022-12-28,370,150,40.54054054054054
HOSP-2896,The Johns Hopkins Hospital,er,2021-07-27,130,140,107.6923076923077
HOSP-2896,The Johns Hopkins Hospital,er,,160,10,6.25
HOSP-2896,The Johns Hopkins Hospital,surgery,2020-12-21,250,270,108.0
HOSP-2897,The Johns Hopkins Hospital,maternity,,440,40,9.090909090909092
HOSP-2898,The Johns Hopkins Hospital,maternity,,430,340,79.06976744186046
HOSP-2899,The Johns Hopkins Hospital,pediatrics,2021-06-19,440,320,72.72727272727273
HOSP-2899,The Johns Hopkins Hospital,pediatrics,,250,80,32.0
HOSP-2900,The Johns Hopkins Hospital,er,,240,80,33.33333333333333
HOSP-2901,The Johns Hopkins Hospital,maternity,2023-06-29,410,320,78.04878048780488
HOSP-2901,The Johns Hopkins Hospital,maternity,,130,270,207.6923076923077
HOSP-2902,The Johns Hopkins Hospital,icu,,380,210,55.26315789473685
HOSP-2902,The Johns Hopkins Hospital,maternity,2022-12-28,290,100,34.48275862068966
HOSP-2902,The Johns Hopkins Hospital,pediatrics,2021-05-18,410,370,90.2439024390244
HOSP-2903,The Johns Hopkins Hospital,icu,2022-01-22,370,380,102.7027027027027
HOSP-2906,The Johns Hopkins Hospital,pediatrics,2022-06-14,270,310,114.81481481481481
HOSP-2907,The Johns Hopkins Hospital,icu,2020-12-29,280,390,139.28571428571428
HOSP-2909,The Johns Hopkins Hospital,er,,410,320,78.04878048780488
HOSP-2909,The Johns Hopkins Hospital,icu,,220,390,177.27272727272728
HOSP-2911,The Johns Hopkins Hospital,surgery,2022-03-30,230,40,17.391304347826086
HOSP-2911,The Johns Hopkins Hospital,surgery,2022-06-27,460,0,0.0
HOSP-2914,The Johns Hopkins Hospital,er,2020-07-25,320,400,125.0
HOSP-2916,The Johns Hopkins Hospital,surgery,2024-04-19,450,390,86.66666666666667
HOSP-2917,The Johns Hopkins Hospital,icu,2023-12-29,190,210,110.5263157894737
HOSP-2917,The Johns Hopkins Hospital,icu,2024-01-23,110,40,36.36363636363637
HOSP-2917,The Johns Hopkins Hospital,pediatrics,2020-07-25,380,300,78.94736842105263
HOSP-2917,The Johns Hopkins Hospital,pediatrics,2021-06-16,130,220,169.23076923076923
HOSP-2917,The Johns Hopkins Hospital,pediatrics,2024-06-25,410,270,65.85365853658537
HOSP-2918,The Johns Hopkins Hospital,icu,2022-08-16,170,280,164.70588235294116
HOSP-2918,The Johns Hopkins Hospital,pediatrics,2021-07-13,390,130,33.33333333333333
HOSP-2920,The Johns Hopkins Hospital,maternity,2022-03-20,350,320,91.42857142857143
HOSP-2920,The Johns Hopkins Hospital,maternity,2023-08-21,350,110,31.428571428571427
HOSP-2920,The Johns Hopkins Hospital,pediatrics,2022-02-19,500,100,20.0
HOSP-2920,The Johns Hopkins Hospital,pediatrics,2022-05-17,180,180,100.0
HOSP-2921,The Johns Hopkins Hospital,maternity,2021-02-26,180,160,88.88888888888889
HOSP-2922,The Johns Hopkins Hospital,pediatrics,2024-02-22,310,250,80.64516129032258
HOSP-2923,The Johns Hopkins Hospital,er,,150,80,53.333333333333336
HOSP-2923,The Johns Hopkins Hospital,pediatrics,,330,250,75.75757575757575
HOSP-2924,The Johns Hopkins Hospital,icu,2021-11-21,230,160,69.56521739130434
HOSP-2925,The Johns Hopkins Hospital,icu,2022-10-18,290,50,17.24137931034483
HOSP-2926,The Johns Hopkins Hospital,surgery,2021-04-29,350,320,91.42857142857143
HOSP-2926,The Johns Hopkins Hospital,surgery,,190,70,36.84210526315789
HOSP-2928,The Johns Hopkins Hospital,er,2022-03-14,380,270,71.05263157894737
HOSP-2929,The Johns Hopkins Hospital,icu,2021-04-29,120,210,175.0
HOSP-2930,The Johns Hopkins Hospital,pediatrics,2021-06-19,110,220,200.0
HOSP-2931,The Johns Hopkins Hospital,pediatrics,2021-03-21,500,100,20.0
HOSP-2932,The Johns Hopkins Hospital,pediatrics,,120,280,233.33333333333334
HOSP-2935,The Johns Hopkins Hospital,pediatrics,,310,400,129.03225806451613
HOSP-2936,The Johns Hopkins Hospital,maternity,2022-10-18,460,0,0.0
HOSP-2937,The Johns Hopkins Hospital,surgery,,430,0,0.0
HOSP-2939,The Johns Hopkins Hospital,pediatrics,2020-12-14,210,370,176.19047619047618
HOSP-2940,The Johns Hopkins Hospital,maternity,2023-07-27,300,230,76.66666666666667
HOSP-2942,The Johns Hopkins Hospital,maternity,,400,260,65.0
HOSP-2942,The Johns Hopkins Hospital,surgery,,280,200,71.42857142857143
HOSP-2943,The Johns Hopkins Hospital,maternity,,210,330,157.14285714285714
HOSP-2946,The Johns Hopkins Hospital,icu,2023-03-23,480,360,75.0
HOSP-2946,The Johns Hopkins Hospital,maternity,,320,180,56.25
HOSP-2948,The Johns Hopkins Hospital,er,2023-05-30,260,380,146.15384615384613
HOSP-2951,The Johns Hopkins Hospital,er,2021-09-18,240,370,154.16666666666669
HOSP-2951,The Johns Hopkins Hospital,maternity,2024-05-14,380,200,52.63157894736842
HOSP-2952,The Johns Hopkins Hospital,surgery,2022-03-28,170,300,176.47058823529412
HOSP-2953,The Johns Hopkins Hospital,er,,470,180,38.297872340425535
HOSP-2953,The Johns Hopkins Hospital,icu,,220,240,109.09090909090908
HOSP-2954,The Johns Hopkins Hospital,icu,,130,200,153.84615384615387
HOSP-2954,The Johns Hopkins Hospital,surgery,2021-10-27,390,380,97.43589743589743
HOSP-2955,The Johns Hopkins Hospital,er,,150,190,126.66666666666666
HOSP-2955,The Johns Hopkins Hospital,surgery,2024-01-27,150,210,140.0
HOSP-2959,The Johns Hopkins Hospital,pediatrics,2024-04-13,280,40,14.285714285714285
HOSP-2960,The Johns Hopkins Hospital,surgery,,390,20,5.128205128205128
HOSP-2963,The Johns Hopkins Hospital,maternity,2021-12-31,330,10,3.0303030303030303
HOSP-2964,The Johns Hopkins Hospital,surgery,2021-12-26,420,10,2.380952380952381
HOSP-2964,The Johns Hopkins Hospital,surgery,2023-01-18,370,220,59.45945945945946
HOSP-2966,The Johns Hopkins Hospital,maternity,,270,260,96.29629629629629
HOSP-2967,The Johns Hopkins Hospital,er,2021-08-18,400,240,60.0
HOSP-2967,The Johns Hopkins Hospital,icu,2020-11-27,260,20,7.6923076923076925
HOSP-2967,The Johns Hopkins Hospital,surgery,2021-10-29,330,330,100.0
HOSP-2970,The Johns Hopkins Hospital,icu,2022-02-18,400,190,47.5
HOSP-2970,The Johns Hopkins Hospital,icu,,220,380,172.72727272727272
HOSP-2970,The Johns Hopkins Hospital,pediatrics,2022-09-27,280,390,139.28571428571428
HOSP-2971,The Johns Hopkins Hospital,maternity,2023-08-13,500,230,46.0
HOSP-2977,The Johns Hopkins Hospital,er,,370,170,45.94594594594595
HOSP-2978,The Johns Hopkins Hospital,er,2021-03-16,290,0,0.0
HOSP-2978,The Johns Hopkins Hospital,surgery,2020-12-18,340,240,70.58823529411765
HOSP-2979,The Johns Hopkins Hospital,er,2023-01-25,420,370,88.09523809523809
HOSP-2979,The Johns Hopkins Hospital,icu,2020-09-26,480,200,41.66666666666667
HOSP-2980,The Johns Hopkins Hospital,surgery,,140,30,21.428571428571427
HOSP-2981,The Johns Hopkins Hospital,surgery,,390,0,0.0
HOSP-2982,The Johns Hopkins Hospital,pediatrics,2023-06-22,220,180,81.81818181818183
HOSP-2983,The Johns Hopkins Hospital,er,2023-09-26,170,20,11.76470588235294
HOSP-2983,The Johns Hopkins Hospital,surgery,2024-03-23,320,340,106.25
HOSP-2984,The Johns Hopkins Hospital,pediatrics,2020-11-16,420,290,69.04761904761905
HOSP-2984,The Johns Hopkins Hospital,surgery,2021-05-23,160,180,112.5
HOSP-2986,The Johns Hopkins Hospital,surgery,2023-01-20,330,0,0.0
HOSP-2990,The Johns Hopkins Hospital,er,,130,290,223.0769230769231
HOSP-2990,The Johns Hopkins Hospital,surgery,2021-06-28,250,300,120.0
HOSP-2991,The Johns Hopkins Hospital,icu,2023-11-14,190,340,178.94736842105263
HOSP-2992,The Johns Hopkins Hospital,icu,2022-09-25,160,190,118.75
HOSP-2994,The Johns Hopkins Hospital,er,2021-05-15,200,150,75.0
HOSP-2994,The Johns Hopkins Hospital,er,2023-12-23,340,230,67.64705882352942
HOSP-2995,The Johns Hopkins Hospital,er,2022-08-23,210,150,71.42857142857143
HOSP-2996,The Johns Hopkins Hospital,er,2022-03-16,480,260,54.166666666666664
HOSP-2996,The Johns Hopkins Hospital,er,2022-06-21,130,100,76.92307692307693
HOSP-2996,The Johns Hopkins Hospital,maternity,2021-05-31,130,190,146.15384615384613
HOSP-2996,The Johns Hopkins Hospital,maternity,,170,360,211.76470588235296
HOSP-2997,The Johns Hopkins Hospital,er,2023-01-29,340,150,44.11764705882353
HOSP-2997,The Johns Hopkins Hospital,er,2024-04-23,430,330,76.74418604651163
HOSP-2998,The Johns Hopkins Hospital,icu,2021-06-19,380,150,39.473684210526315
HOSP-2998,The Johns Hopkins Hospital,maternity,2021-08-15,390,10,2.564102564102564
HOSP-2998,The Johns Hopkins Hospital,pediatrics,2023-07-22,140,130,92.85714285714286
HOSP-3000,The Johns Hopkins Hospital,surgery,2020-12-14,500,220,44.0
HOSP-3000,The Johns Hopkins Hospital,surgery,2023-03-20,330,0,0.0
HOSP-3001,The Johns Hopkins Hospital,er,,310,200,64.51612903225806
HOSP-3001,The Johns Hopkins Hospital,pediatrics,,380,40,10.526315789473683
HOSP-3002,The Johns Hopkins Hospital,er,,310,220,70.96774193548387
HOSP-3002,The Johns Hopkins Hospital,surgery,,380,330,86.8421052631579
HOSP-3003,The Johns Hopkins Hospital,pediatrics,2020-11-14,300,120,40.0
HOSP-3006,The Johns Hopkins Hospital,maternity,2023-11-30,340,310,91.17647058823529
HOSP-3006,The Johns Hopkins Hospital,pediatrics,2023-01-31,100,170,170.0
HOSP-3007,The Johns Hopkins Hospital,icu,2022-07-21,500,110,22.0
HOSP-3007,The Johns Hopkins Hospital,maternity,,180,290,161.11111111111111
HOSP-3008,The Johns Hopkins Hospital,er,2024-05-28,210,30,14.285714285714285
HOSP-3008,The Johns Hopkins Hospital,icu,2021-02-28,410,390,95.1219512195122
HOSP-3008,The Johns Hopkins Hospital,maternity,,280,250,89.28571428571429
HOSP-3009,The Johns Hopkins Hospital,icu,2021-10-13,190,400,210.52631578947367
HOSP-3009,The Johns Hopkins Hospital,pediatrics,2021-02-14,210,250,119.04761904761905
HOSP-3013,The Johns Hopkins Hospital,icu,2023-10-23,110,130,118.18181818181819
HOSP-3014,The Johns Hopkins Hospital,er,2021-07-23,140,110,78.57142857142857
HOSP-3014,The Johns Hopkins Hospital,icu,,420,330,78.57142857142857
HOSP-3014,The Johns Hopkins Hospital,pediatrics,2023-11-24,350,190,54.285714285714285
HOSP-3014,The Johns Hopkins Hospital,surgery,,220,390,177.27272727272728
HOSP-3015,The Johns Hopkins Hospital,er,2022-02-16,330,20,6.0606060606060606
HOSP-3015,The Johns Hopkins Hospital,icu,,440,160,36.36363636363637
HOSP-3016,The Johns Hopkins Hospital,pediatrics,2021-09-23,340,300,88.23529411764706
HOSP-3018,The Johns Hopkins Hospital,er,2024-06-21,360,70,19.444444444444446
HOSP-3019,The Johns Hopkins Hospital,maternity,2022-01-17,190,120,63.1578947368421
HOSP-3019,The Johns Hopkins Hospital,surgery,2021-02-28,180,130,72.22222222222221
HOSP-3022,The Johns Hopkins Hospital,er,2020-11-26,210,390,185.71428571428572
HOSP-3022,The Johns Hopkins Hospital,icu,,140,130,92.85714285714286
HOSP-3026,The Johns Hopkins Hospital,icu,2024-04-27,450,390,86.66666666666667
HOSP-3026,The Johns Hopkins Hospital,surgery,2022-09-28,370,250,67.56756756756756
HOSP-3027,The Johns Hopkins Hospital,maternity,2020-07-29,220,370,168.1818181818182
HOSP-3028,The Johns Hopkins Hospital,maternity,2024-04-27,320,150,46.875
HOSP-3029,The Johns Hopkins Hospital,surgery,2022-06-16,450,190,42.22222222222222
HOSP-3031,The Johns Hopkins Hospital,er,2021-03-30,170,130,76.47058823529412
HOSP-3032,The Johns Hopkins Hospital,pediatrics,2023-10-19,430,40,9.30232558139535
HOSP-3035,The Johns Hopkins Hospital,pediatrics,2023-05-29,420,400,95.23809523809523
HOSP-3036,The Johns Hopkins Hospital,maternity,,480,290,60.416666666666664
HOSP-3036,The Johns Hopkins Hospital,pediatrics,2020-10-25,160,180,112.5
HOSP-3036,The Johns Hopkins Hospital,pediatrics,2022-05-23,230,210,91.30434782608695
HOSP-3036,The Johns Hopkins Hospital,pediatrics,,280,300,107.14285714285714
HOSP-3037,The Johns Hopkins Hospital,maternity,2021-11-19,130,280,215.3846153846154
HOSP-3037,The Johns Hopkins Hospital,pediatrics,2020-09-13,200,150,75.0
HOSP-3037,The Johns Hopkins Hospital,surgery,2022-11-18,130,180,138.46153846153845
HOSP-3038,The Johns Hopkins Hospital,pediatrics,,130,100,76.92307692307693
HOSP-3040,The Johns Hopkins Hospital,er,,310,0,0.0
HOSP-3040,The Johns Hopkins Hospital,icu,2020-10-31,400,330,82.5
HOSP-3040,The Johns Hopkins Hospital,surgery,2022-04-17,410,340,82.92682926829268
HOSP-3042,The Johns Hopkins Hospital,icu,2022-12-27,310,380,122.58064516129032
HOSP-3043,The Johns Hopkins Hospital,maternity,,150,150,100.0
HOSP-3043,The Johns Hopkins Hospital,surgery,,280,400,142.85714285714286
HOSP-3044,The Johns Hopkins Hospital,maternity,,290,380,131.0344827586207
HOSP-3044,The Johns Hopkins Hospital,pediatrics,,200,130,65.0
HOSP-3045,The Johns Hopkins Hospital,maternity,2021-01-13,130,100,76.92307692307693
HOSP-3051,The Johns Hopkins Hospital,pediatrics,2021-11-27,240,90,37.5
HOSP-3054,The Johns Hopkins Hospital,surgery,2020-11-19,300,270,90.0
HOSP-3055,The Johns Hopkins Hospital,er,,430,400,93.02325581395348
HOSP-3055,The Johns Hopkins Hospital,maternity,,280,380,135.71428571428572
HOSP-3055,The Johns Hopkins Hospital,pediatrics,,130,160,123.07692307692308
HOSP-3056,The Johns Hopkins Hospital,er,2023-03-31,480,130,27.083333333333332
HOSP-3056,The Johns Hopkins Hospital,pediatrics,,430,0,0.0
HOSP-3058,The Johns Hopkins Hospital,pediatrics,2023-06-27,110,50,45.45454545454545
HOSP-3059,The Johns Hopkins Hospital,er,2022-09-24,170,60,35.294117647058826
HOSP-3059,The Johns Hopkins Hospital,er,2022-10-23,220,400,181.8181818181818
HOSP-3059,The Johns Hopkins Hospital,pediatrics,2021-03-20,500,340,68.0
HOSP-3060,The Johns Hopkins Hospital,er,2022-10-21,460,320,69.56521739130434
HOSP-3062,The Johns Hopkins Hospital,maternity,,250,310,124.0
HOSP-3062,The Johns Hopkins Hospital,surgery,2021-11-19,360,80,22.22222222222222
HOSP-3064,The Johns Hopkins Hospital,icu,,390,220,56.41025641025641
HOSP-3066,The Johns Hopkins Hospital,pediatrics,,430,240,55.81395348837209
HOSP-3067,The Johns Hopkins Hospital,icu,2023-12-23,310,70,22.58064516129032
HOSP-3070,The Johns Hopkins Hospital,pediatrics,2021-12-28,370,30,8.108108108108109
HOSP-3071,The Johns Hopkins Hospital,maternity,2021-02-28,160,140,87.5
HOSP-3071,The Johns Hopkins Hospital,pediatrics,2023-03-17,100,10,10.0
HOSP-3072,The Johns Hopkins Hospital,er,2021-07-20,160,150,93.75
HOSP-3072,The Johns Hopkins Hospital,icu,2020-12-26,350,300,85.71428571428571
HOSP-3074,The Johns Hopkins Hospital,icu,2024-07-22,230,260,113.04347826086956
HOSP-3075,The Johns Hopkins Hospital,maternity,,400,30,7.5
HOSP-3076,The Johns Hopkins Hospital,surgery,2022-06-28,180,290,161.11111111111111
HOSP-3076,The Johns Hopkins Hospital,surgery,2024-05-14,170,10,5.88235294117647
HOSP-3079,The Johns Hopkins Hospital,maternity,2020-11-28,480,290,60.416666666666664
HOSP-3079,The Johns Hopkins Hospital,surgery,2022-01-29,140,130,92.85714285714286
HOSP-3079,The Johns Hopkins Hospital,surgery,2023-12-24,370,370,100.0
HOSP-3081,The Johns Hopkins Hospital,icu,2021-10-19,100,30,30.0
HOSP-3081,The Johns Hopkins Hospital,surgery,2021-03-23,190,100,52.63157894736842
HOSP-3082,The Johns Hopkins Hospital,maternity,2022-07-28,120,80,66.66666666666666
HOSP-3082,The Johns Hopkins Hospital,surgery,2021-09-18,420,220,52.38095238095239
HOSP-3083,The Johns Hopkins Hospital,er,2020-11-14,450,330,73.33333333333333
HOSP-3083,The Johns Hopkins Hospital,er,2024-06-29,360,250,69.44444444444444
HOSP-3083,The Johns Hopkins Hospital,icu,,160,290,181.25
HOSP-3083,The Johns Hopkins Hospital,pediatrics,2024-07-16,170,320,188.23529411764704
HOSP-3085,The Johns Hopkins Hospital,icu,,360,310,86.11111111111111
HOSP-3085,The Johns Hopkins Hospital,pediatrics,,140,50,35.714285714285715
HOSP-3089,The Johns Hopkins Hospital,er,,200,310,155.0
HOSP-3089,The Johns Hopkins Hospital,maternity,,150,20,13.333333333333334
HOSP-3089,The Johns Hopkins Hospital,pediatrics,,440,140,31.818181818181817
HOSP-3090,The Johns Hopkins Hospital,pediatrics,2024-01-14,320,50,15.625
HOSP-3091,The Johns Hopkins Hospital,er,2020-10-20,280,10,3.571428571428571
HOSP-3094,The Johns Hopkins Hospital,er,2022-03-26,390,140,35.8974358974359
HOSP-3095,The Johns Hopkins Hospital,pediatrics,2023-09-19,500,340,68.0
HOSP-3095,The Johns Hopkins Hospital,pediatrics,,320,340,106.25
HOSP-3096,The Johns Hopkins Hospital,er,,370,280,75.67567567567568
HOSP-3097,The Johns Hopkins Hospital,icu,2022-08-21,350,150,42.857142857142854
HOSP-3097,The Johns Hopkins Hospital,maternity,,400,50,12.5
HOSP-3100,The Johns Hopkins Hospital,maternity,2022-06-25,320,150,46.875
HOSP-3100,The Johns Hopkins Hospital,surgery,,450,210,46.666666666666664
HOSP-3101,The Johns Hopkins Hospital,icu,2021-05-27,390,210,53.84615384615385
HOSP-3101,The Johns Hopkins Hospital,icu,,340,160,47.05882352941176
HOSP-3101,The Johns Hopkins Hospital,maternity,,150,320,213.33333333333334
HOSP-3101,The Johns Hopkins Hospital,pediatrics,,160,390,243.75
HOSP-3102,The Johns Hopkins Hospital,pediatrics,,310,330,106.4516129032258
HOSP-3103,The Johns Hopkins Hospital,maternity,,250,0,0.0
HOSP-3104,The Johns Hopkins Hospital,surgery,2021-04-22,200,80,40.0
HOSP-3105,The Johns Hopkins Hospital,er,,480,170,35.41666666666667
HOSP-3106,The Johns Hopkins Hospital,er,,380,390,102.63157894736842
HOSP-3106,The Johns Hopkins Hospital,icu,2022-11-24,400,30,7.5
HOSP-3106,The Johns Hopkins Hospital,pediatrics,2024-03-24,400,320,80.0
HOSP-3108,The Johns Hopkins Hospital,er,2021-07-26,120,180,150.0
HOSP-3108,The Johns Hopkins Hospital,er,,310,10,3.225806451612903
HOSP-3109,The Johns Hopkins Hospital,icu,2021-08-16,360,180,50.0
HOSP-3111,The Johns Hopkins Hospital,pediatrics,2021-08-26,240,280,116.66666666666667
HOSP-3112,The Johns Hopkins Hospital,icu,2022-04-15,330,220,66.66666666666666
HOSP-3112,The Johns Hopkins Hospital,icu,,450,140,31.11111111111111
HOSP-3113,The Johns Hopkins Hospital,er,2021-02-15,390,10,2.564102564102564
HOSP-3114,The Johns Hopkins Hospital,maternity,,480,0,0.0
HOSP-3115,The Johns Hopkins Hospital,icu,,450,180,40.0
HOSP-3115,The Johns Hopkins Hospital,maternity,2021-09-27,100,10,10.0
HOSP-3116,The Johns Hopkins Hospital,pediatrics,2021-12-20,330,330,100.0
HOSP-3116,The Johns Hopkins Hospital,pediatrics,,230,240,104.34782608695652
HOSP-3116,The Johns Hopkins Hospital,surgery,2023-12-15,460,330,71.73913043478261
HOSP-3117,The Johns Hopkins Hospital,er,,230,290,126.08695652173914
HOSP-3117,The Johns Hopkins Hospital,pediatrics,2021-02-24,300,50,16.666666666666664
HOSP-3118,The Johns Hopkins Hospital,er,2020-09-14,170,320,188.23529411764704
HOSP-3119,The Johns Hopkins Hospital,pediatrics,,270,270,100.0
HOSP-3119,The Johns Hopkins Hospital,surgery,2021-11-17,230,320,139.1304347826087
HOSP-3120,The Johns Hopkins Hospital,pediatrics,2020-12-30,280,190,67.85714285714286
HOSP-3120,The Johns Hopkins Hospital,pediatrics,,330,180,54.54545454545454
HOSP-3122,The Johns Hopkins Hospital,er,,170,290,170.58823529411765
HOSP-3122,The Johns Hopkins Hospital,icu,2022-09-17,140,90,64.28571428571429
HOSP-3122,The Johns Hopkins Hospital,maternity,2023-02-26,380,210,55.26315789473685
HOSP-3123,The Johns Hopkins Hospital,er,2021-09-28,210,30,14.285714285714285
HOSP-3123,The Johns Hopkins Hospital,icu,2022-03-16,370,0,0.0
HOSP-3124,The Johns Hopkins Hospital,pediatrics,2022-11-29,370,140,37.83783783783784
HOSP-3124,The Johns Hopkins Hospital,pediatrics,,440,90,20.454545454545457
HOSP-3125,The Johns Hopkins Hospital,icu,2022-02-19,410,140,34.146341463414636
HOSP-3125,The Johns Hopkins Hospital,pediatrics,,480,160,33.33333333333333
HOSP-3126,The Johns Hopkins Hospital,icu,2021-05-22,100,400,400.0
HOSP-3129,The Johns Hopkins Hospital,maternity,2021-11-21,290,360,124.13793103448276
HOSP-3130,The Johns Hopkins Hospital,er,2022-02-18,150,40,26.666666666666668
HOSP-3130,The Johns Hopkins Hospital,icu,,470,220,46.808510638297875
HOSP-3131,The Johns Hopkins Hospital,maternity,,390,290,74.35897435897436
HOSP-3133,The Johns Hopkins Hospital,icu,,190,210,110.5263157894737
HOSP-3136,The Johns Hopkins Hospital,surgery,,200,240,120.0
HOSP-3137,The Johns Hopkins Hospital,maternity,2023-01-17,500,230,46.0
HOSP-3138,The Johns Hopkins Hospital,pediatrics,2022-12-20,440,50,11.363636363636363
HOSP-3139,The Johns Hopkins Hospital,er,,490,60,12.244897959183673
HOSP-3139,The Johns Hopkins Hospital,icu,2023-06-27,160,340,212.5
HOSP-3144,The Johns Hopkins Hospital,er,2022-06-23,190,150,78.94736842105263
HOSP-3144,The Johns Hopkins Hospital,icu,,260,180,69.23076923076923
HOSP-3144,The Johns Hopkins Hospital,surgery,2020-09-19,130,40,30.76923076923077
HOSP-3145,The Johns Hopkins Hospital,maternity,,410,100,24.390243902439025
HOSP-3145,The Johns Hopkins Hospital,surgery,,240,50,20.833333333333336
HOSP-3146,The Johns Hopkins Hospital,pediatrics,,310,370,119.35483870967742
HOSP-3147,The Johns Hopkins Hospital,er,2024-07-17,200,290,145.0
HOSP-3147,The Johns Hopkins Hospital,icu,2021-05-22,250,350,140.0
HOSP-3148,The Johns Hopkins Hospital,er,2024-01-13,120,10,8.333333333333332
HOSP-3148,The Johns Hopkins Hospital,icu,,100,150,150.0
HOSP-3148,The Johns Hopkins Hospital,surgery,,340,320,94.11764705882352
HOSP-3150,The Johns Hopkins Hospital,maternity,,270,190,70.37037037037037
HOSP-3152,The Johns Hopkins Hospital,surgery,2022-03-21,120,240,200.0
HOSP-3153,The Johns Hopkins Hospital,er,2023-08-26,240,80,33.33333333333333
HOSP-3154,The Johns Hopkins Hospital,surgery,,460,210,45.65217391304348
HOSP-3155,The Johns Hopkins Hospital,er,2021-11-15,360,220,61.111111111111114
HOSP-3155,The Johns Hopkins Hospital,er,2023-04-29,340,370,108.8235294117647
HOSP-3157,The Johns Hopkins Hospital,maternity,2023-12-29,230,90,39.130434782608695
HOSP-3158,The Johns Hopkins Hospital,icu,2021-08-29,360,70,19.444444444444446
HOSP-3158,The Johns Hopkins Hospital,surgery,2020-09-17,170,390,229.41176470588235
HOSP-3158,The Johns Hopkins Hospital,surgery,,450,100,22.22222222222222
HOSP-3159,The Johns Hopkins Hospital,pediatrics,,400,150,37.5
HOSP-3160,The Johns Hopkins Hospital,maternity,2023-01-20,280,120,42.857142857142854
HOSP-3160,The Johns Hopkins Hospital,maternity,,450,180,40.0
HOSP-3160,The Johns Hopkins Hospital,pediatrics,2022-02-18,330,310,93.93939393939394
HOSP-3161,The Johns Hopkins Hospital,er,,240,180,75.0
HOSP-3162,The Johns Hopkins Hospital,maternity,2021-04-21,140,80,57.14285714285714
HOSP-3163,The Johns Hopkins Hospital,maternity,2022-03-19,320,220,68.75
HOSP-3163,The Johns Hopkins Hospital,surgery,2023-12-13,300,230,76.66666666666667
HOSP-3165,The Johns Hopkins Hospital,maternity,2020-12-21,260,240,92.3076923076923
HOSP-3171,The Johns Hopkins Hospital,maternity,,250,200,80.0
HOSP-3172,The Johns Hopkins Hospital,icu,,390,350,89.74358974358975
HOSP-3172,The Johns Hopkins Hospital,pediatrics,,250,240,96.0
HOSP-3173,The Johns Hopkins Hospital,surgery,,380,0,0.0
HOSP-3174,The Johns Hopkins Hospital,icu,2021-10-15,220,40,18.181818181818183
HOSP-3176,The Johns Hopkins Hospital,pediatrics,2021-07-25,270,180,66.66666666666666
HOSP-3176,The Johns Hopkins Hospital,pediatrics,2023-09-29,460,330,71.73913043478261
HOSP-3178,The Johns Hopkins Hospital,surgery,,370,380,102.7027027027027
HOSP-3179,The Johns Hopkins Hospital,icu,,180,60,33.33333333333333
HOSP-3180,The Johns Hopkins Hospital,icu,2024-01-26,200,210,105.0
HOSP-3180,The Johns Hopkins Hospital,pediatrics,2020-09-17,170,60,35.294117647058826
