hospital_id,hospital_name,department_referral,admission_date,total_admissions,average_age,average_wait_time,average_length_of_stay,average_satisfaction,readmitted_patients
HOSP-2896,The Johns Hopkins Hospital,pulmonology,2020-12-21,1,53.0,60.0,24.0,670.0,0.0
HOSP-2897,The Johns Hopkins Hospital,gastroenterology,,1,25.0,30.0,21.0,1500.0,0.0
HOSP-2898,The Johns Hopkins Hospital,infectious disease,,1,30.0,120.0,22.0,1380.0,0.0
HOSP-2899,The Johns Hopkins Hospital,cardiology or internal medicine,2021-06-19,1,35.0,30.0,2.0,300.0,0.0
HOSP-2899,The Johns Hopkins Hospital,pulmonology,,1,63.0,45.0,24.0,430.0,1.0
HOSP-2900,The Johns Hopkins Hospital,rheumatology,,1,41.0,15.0,15.0,1420.0,1.0
HOSP-2901,The Johns Hopkins Hospital,neurology,2023-06-29,1,66.0,105.0,18.0,150.0,0.0
HOSP-2901,The Johns Hopkins Hospital,neurology,,1,9.0,90.0,19.0,930.0,1.0
HOSP-2902,The Johns Hopkins Hospital,hepatology,2022-12-28,1,90.0,60.0,20.0,840.0,1.0
HOSP-2902,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-05-18,1,8.0,75.0,25.0,1060.0,0.0
HOSP-2902,The Johns Hopkins Hospital,oncology,,1,3.0,30.0,13.0,710.0,0.0
HOSP-2903,The Johns Hopkins Hospital,pulmonology,2022-01-22,1,81.0,60.0,26.0,560.0,1.0
HOSP-2906,The Johns Hopkins Hospital,cardiology,2022-06-14,1,47.0,105.0,3.0,490.0,0.0
HOSP-2907,The Johns Hopkins Hospital,infectious disease,2020-12-29,1,50.0,30.0,21.0,1240.0,0.0
HOSP-2909,The Johns Hopkins Hospital,neurology,,2,31.0,30.0,12.0,1335.0,1.0
HOSP-2911,The Johns Hopkins Hospital,dermatology,2022-03-30,1,14.0,15.0,19.0,1200.0,0.0
HOSP-2911,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-06-27,1,80.0,75.0,27.0,460.0,0.0
HOSP-2914,The Johns Hopkins Hospital,psychiatry,2020-07-25,1,92.0,105.0,19.0,770.0,1.0
HOSP-2916,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2024-04-19,1,83.0,45.0,24.0,1600.0,0.0
HOSP-2917,The Johns Hopkins Hospital,infectious disease,2024-06-25,1,9.0,15.0,11.0,990.0,0.0
HOSP-2917,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-12-29,1,71.0,30.0,8.0,1090.0,1.0
HOSP-2917,The Johns Hopkins Hospital,infectious disease or internal medicine,2024-01-23,1,55.0,45.0,4.0,480.0,0.0
HOSP-2917,The Johns Hopkins Hospital,neurology,2020-07-25,1,3.0,90.0,27.0,230.0,0.0
HOSP-2917,The Johns Hopkins Hospital,neurology,2021-06-16,1,34.0,105.0,12.0,1230.0,1.0
HOSP-2918,The Johns Hopkins Hospital,cardiology or internal medicine,2022-08-16,1,87.0,30.0,2.0,210.0,1.0
HOSP-2918,The Johns Hopkins Hospital,neurology,2021-07-13,1,26.0,90.0,8.0,300.0,0.0
HOSP-2920,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2022-05-17,1,48.0,75.0,21.0,880.0,0.0
HOSP-2920,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2023-08-21,1,85.0,90.0,3.0,770.0,0.0
HOSP-2920,The Johns Hopkins Hospital,pulmonology or infectious disease,2022-03-20,1,30.0,75.0,27.0,220.0,0.0
HOSP-2920,The Johns Hopkins Hospital,rheumatology,2022-02-19,1,53.0,15.0,11.0,740.0,1.0
HOSP-2921,The Johns Hopkins Hospital,oncology,2021-02-26,1,8.0,105.0,22.0,1440.0,0.0
HOSP-2922,The Johns Hopkins Hospital,urology or nephrology,2024-02-22,1,48.0,105.0,26.0,1040.0,0.0
HOSP-2923,The Johns Hopkins Hospital,neurology,,1,34.0,30.0,23.0,630.0,0.0
HOSP-2923,The Johns Hopkins Hospital,oncology,,1,16.0,15.0,2.0,570.0,0.0
HOSP-2924,The Johns Hopkins Hospital,neurology,2021-11-21,1,72.0,15.0,10.0,580.0,1.0
HOSP-2925,The Johns Hopkins Hospital,cardiology or internal medicine,2022-10-18,1,38.0,90.0,26.0,1390.0,1.0
HOSP-2926,The Johns Hopkins Hospital,nephrology,,1,55.0,90.0,26.0,220.0,0.0
HOSP-2926,The Johns Hopkins Hospital,psychiatry,2021-04-29,1,46.0,75.0,27.0,570.0,1.0
HOSP-2928,The Johns Hopkins Hospital,oncology,2022-03-14,1,64.0,30.0,22.0,960.0,1.0
HOSP-2929,The Johns Hopkins Hospital,rheumatology,2021-04-29,1,3.0,30.0,9.0,130.0,1.0
HOSP-2930,The Johns Hopkins Hospital,oncology,2021-06-19,1,33.0,60.0,20.0,1220.0,0.0
HOSP-2931,The Johns Hopkins Hospital,rheumatology,2021-03-21,1,7.0,75.0,18.0,310.0,1.0
HOSP-2932,The Johns Hopkins Hospital,neurology,,1,83.0,45.0,12.0,1070.0,0.0
HOSP-2935,The Johns Hopkins Hospital,pulmonology,,1,78.0,90.0,7.0,270.0,0.0
HOSP-2936,The Johns Hopkins Hospital,gastroenterology,2022-10-18,1,15.0,30.0,21.0,1020.0,0.0
HOSP-2937,The Johns Hopkins Hospital,endocrinology,,1,29.0,30.0,21.0,1070.0,0.0
HOSP-2939,The Johns Hopkins Hospital,infectious disease or internal medicine,2020-12-14,1,85.0,30.0,7.0,1420.0,1.0
HOSP-2940,The Johns Hopkins Hospital,cardiology,2023-07-27,1,0.0,90.0,9.0,1070.0,1.0
HOSP-2942,The Johns Hopkins Hospital,hepatology,,1,65.0,45.0,20.0,270.0,0.0
HOSP-2942,The Johns Hopkins Hospital,pulmonology,,1,14.0,30.0,23.0,760.0,1.0
HOSP-2943,The Johns Hopkins Hospital,neurology,,1,27.0,60.0,18.0,1440.0,0.0
HOSP-2946,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-03-23,1,31.0,15.0,24.0,990.0,1.0
HOSP-2946,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,10.0,105.0,11.0,800.0,1.0
HOSP-2948,The Johns Hopkins Hospital,psychiatry,2023-05-30,1,81.0,30.0,3.0,260.0,0.0
HOSP-2951,The Johns Hopkins Hospital,dermatology,2021-09-18,1,94.0,60.0,13.0,180.0,0.0
HOSP-2951,The Johns Hopkins Hospital,rheumatology,2024-05-14,1,45.0,90.0,14.0,1220.0,0.0
HOSP-2952,The Johns Hopkins Hospital,gastroenterology,2022-03-28,1,40.0,45.0,22.0,260.0,0.0
HOSP-2953,The Johns Hopkins Hospital,cardiology or internal medicine,,1,64.0,90.0,13.0,990.0,0.0
HOSP-2953,The Johns Hopkins Hospital,neurology,,1,70.0,60.0,25.0,130.0,0.0
HOSP-2954,The Johns Hopkins Hospital,endocrinology,2021-10-27,1,74.0,45.0,3.0,1040.0,1.0
HOSP-2954,The Johns Hopkins Hospital,hepatology,,1,81.0,45.0,12.0,1540.0,1.0
HOSP-2955,The Johns Hopkins Hospital,gastroenterology,2024-01-27,1,65.0,30.0,4.0,1150.0,1.0
HOSP-2955,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,33.0,15.0,8.0,1480.0,0.0
HOSP-2959,The Johns Hopkins Hospital,hepatology,2024-04-13,1,38.0,90.0,24.0,1210.0,0.0
HOSP-2960,The Johns Hopkins Hospital,allergy and immunology,,1,86.0,15.0,27.0,630.0,1.0
HOSP-2963,The Johns Hopkins Hospital,gastroenterology,2021-12-31,1,82.0,105.0,5.0,1140.0,0.0
HOSP-2964,The Johns Hopkins Hospital,hepatology,2023-01-18,1,92.0,60.0,11.0,1210.0,1.0
HOSP-2964,The Johns Hopkins Hospital,psychiatry,2021-12-26,1,57.0,105.0,23.0,1590.0,1.0
HOSP-2966,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,43.0,45.0,22.0,1480.0,1.0
HOSP-2967,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-10-29,1,45.0,75.0,3.0,1090.0,0.0
HOSP-2967,The Johns Hopkins Hospital,rheumatology,2021-08-18,1,64.0,45.0,5.0,1530.0,1.0
HOSP-2967,The Johns Hopkins Hospital,urology or nephrology,2020-11-27,1,67.0,75.0,30.0,1010.0,0.0
HOSP-2970,The Johns Hopkins Hospital,endocrinology,2022-02-18,1,36.0,75.0,2.0,940.0,1.0
HOSP-2970,The Johns Hopkins Hospital,rheumatology,2022-09-27,1,36.0,105.0,14.0,330.0,0.0
HOSP-2970,The Johns Hopkins Hospital,rheumatology,,1,54.0,75.0,16.0,130.0,1.0
HOSP-2971,The Johns Hopkins Hospital,rheumatology,2023-08-13,1,62.0,75.0,20.0,1160.0,0.0
HOSP-2977,The Johns Hopkins Hospital,neurology,,1,11.0,90.0,13.0,260.0,0.0
HOSP-2978,The Johns Hopkins Hospital,hepatology,2020-12-18,1,27.0,45.0,15.0,900.0,1.0
HOSP-2978,The Johns Hopkins Hospital,pulmonology,2021-03-16,1,54.0,120.0,23.0,380.0,0.0
HOSP-2979,The Johns Hopkins Hospital,infectious disease,2023-01-25,1,63.0,15.0,8.0,270.0,0.0
HOSP-2979,The Johns Hopkins Hospital,urology or nephrology,2020-09-26,1,87.0,90.0,5.0,210.0,1.0
HOSP-2980,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,81.0,120.0,17.0,870.0,0.0
HOSP-2981,The Johns Hopkins Hospital,rheumatology,,1,51.0,120.0,15.0,590.0,1.0
HOSP-2982,The Johns Hopkins Hospital,neurology,2023-06-22,1,52.0,120.0,4.0,340.0,1.0
HOSP-2983,The Johns Hopkins Hospital,infectious disease,2024-03-23,1,35.0,75.0,15.0,540.0,1.0
HOSP-2983,The Johns Hopkins Hospital,neurology,2023-09-26,1,8.0,15.0,28.0,800.0,0.0
HOSP-2984,The Johns Hopkins Hospital,neurology,2021-05-23,1,22.0,60.0,8.0,880.0,0.0
HOSP-2984,The Johns Hopkins Hospital,rheumatology,2020-11-16,1,13.0,45.0,11.0,1200.0,1.0
HOSP-2986,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-01-20,1,73.0,90.0,9.0,1360.0,0.0
HOSP-2990,The Johns Hopkins Hospital,infectious disease,,1,19.0,45.0,20.0,280.0,1.0
HOSP-2990,The Johns Hopkins Hospital,neurology,2021-06-28,1,27.0,120.0,24.0,250.0,0.0
HOSP-2991,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-11-14,1,79.0,45.0,23.0,1180.0,1.0
HOSP-2992,The Johns Hopkins Hospital,hepatology or gastroenterology,2022-09-25,1,55.0,90.0,29.0,1280.0,1.0
HOSP-2994,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-05-15,1,77.0,60.0,23.0,200.0,1.0
HOSP-2994,The Johns Hopkins Hospital,neurology,2023-12-23,1,55.0,15.0,19.0,350.0,0.0
HOSP-2995,The Johns Hopkins Hospital,hepatology,2022-08-23,1,46.0,15.0,28.0,1560.0,0.0
HOSP-2996,The Johns Hopkins Hospital,gastroenterology,2022-06-21,1,72.0,90.0,11.0,130.0,0.0
HOSP-2996,The Johns Hopkins Hospital,neurology,2021-05-31,1,60.0,90.0,2.0,1360.0,0.0
HOSP-2996,The Johns Hopkins Hospital,neurology,,1,72.0,105.0,7.0,1240.0,1.0
HOSP-2996,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2022-03-16,1,19.0,75.0,12.0,800.0,0.0
HOSP-2997,The Johns Hopkins Hospital,allergy and immunology,2024-04-23,1,83.0,120.0,9.0,880.0,0.0
HOSP-2997,The Johns Hopkins Hospital,psychiatry,2023-01-29,1,76.0,15.0,14.0,1180.0,1.0
HOSP-2998,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-07-22,1,75.0,90.0,10.0,1090.0,1.0
HOSP-2998,The Johns Hopkins Hospital,psychiatry,2021-08-15,1,76.0,105.0,4.0,920.0,0.0
HOSP-2998,The Johns Hopkins Hospital,rheumatology,2021-06-19,1,47.0,75.0,14.0,850.0,1.0
HOSP-3000,The Johns Hopkins Hospital,neurology,2023-03-20,1,45.0,75.0,16.0,780.0,0.0
HOSP-3000,The Johns Hopkins Hospital,rheumatology,2020-12-14,1,42.0,30.0,13.0,1130.0,1.0
HOSP-3001,The Johns Hopkins Hospital,cardiology or internal medicine,,1,6.0,15.0,5.0,470.0,0.0
HOSP-3001,The Johns Hopkins Hospital,rheumatology,,1,57.0,90.0,20.0,790.0,0.0
HOSP-3002,The Johns Hopkins Hospital,cardiology,,1,26.0,30.0,6.0,140.0,1.0
HOSP-3002,The Johns Hopkins Hospital,cardiology or internal medicine,,1,78.0,30.0,6.0,1590.0,1.0
HOSP-3003,The Johns Hopkins Hospital,gastroenterology,2020-11-14,1,36.0,120.0,11.0,1300.0,1.0
HOSP-3006,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-11-30,1,91.0,90.0,2.0,1170.0,0.0
HOSP-3006,The Johns Hopkins Hospital,neurology,2023-01-31,1,31.0,60.0,19.0,190.0,1.0
HOSP-3007,The Johns Hopkins Hospital,neurology,2022-07-21,1,31.0,30.0,20.0,640.0,0.0
HOSP-3007,The Johns Hopkins Hospital,oncology,,1,5.0,15.0,25.0,1140.0,1.0
HOSP-3008,The Johns Hopkins Hospital,cardiology or internal medicine,2021-02-28,1,72.0,120.0,13.0,1380.0,0.0
HOSP-3008,The Johns Hopkins Hospital,pulmonology or infectious disease,2024-05-28,1,30.0,90.0,5.0,380.0,1.0
HOSP-3008,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,91.0,105.0,11.0,870.0,0.0
HOSP-3009,The Johns Hopkins Hospital,allergy and immunology,2021-02-14,1,19.0,60.0,23.0,1370.0,0.0
HOSP-3009,The Johns Hopkins Hospital,cardiology or internal medicine,2021-10-13,1,57.0,60.0,22.0,530.0,0.0
HOSP-3013,The Johns Hopkins Hospital,neurology,2023-10-23,1,36.0,60.0,4.0,1540.0,0.0
HOSP-3014,The Johns Hopkins Hospital,dermatology,,1,62.0,90.0,16.0,570.0,1.0
HOSP-3014,The Johns Hopkins Hospital,endocrinology,2023-11-24,1,92.0,90.0,9.0,510.0,0.0
HOSP-3014,The Johns Hopkins Hospital,nephrology,2021-07-23,1,23.0,45.0,11.0,130.0,0.0
HOSP-3014,The Johns Hopkins Hospital,psychiatry,,1,84.0,15.0,4.0,260.0,0.0
HOSP-3014,The Johns Hopkins Hospital,rheumatology,,1,8.0,90.0,29.0,870.0,0.0
HOSP-3015,The Johns Hopkins Hospital,infectious disease,,1,89.0,120.0,24.0,1120.0,1.0
HOSP-3015,The Johns Hopkins Hospital,urology or nephrology,2022-02-16,1,12.0,15.0,13.0,1020.0,0.0
HOSP-3016,The Johns Hopkins Hospital,psychiatry,2021-09-23,1,19.0,105.0,26.0,1140.0,0.0
HOSP-3018,The Johns Hopkins Hospital,oncology,2024-06-21,1,2.0,120.0,13.0,1490.0,0.0
HOSP-3019,The Johns Hopkins Hospital,dermatology,2022-01-17,1,36.0,120.0,2.0,1070.0,1.0
HOSP-3019,The Johns Hopkins Hospital,gastroenterology,2021-02-28,1,76.0,30.0,19.0,800.0,0.0
HOSP-3022,The Johns Hopkins Hospital,cardiology,2020-11-26,1,41.0,120.0,30.0,300.0,0.0
HOSP-3022,The Johns Hopkins Hospital,rheumatology,,1,0.0,120.0,4.0,1000.0,1.0
HOSP-3026,The Johns Hopkins Hospital,infectious disease,2022-09-28,1,26.0,105.0,18.0,220.0,0.0
HOSP-3026,The Johns Hopkins Hospital,rheumatology,2024-04-27,1,75.0,30.0,17.0,910.0,0.0
HOSP-3027,The Johns Hopkins Hospital,hepatology or gastroenterology,2020-07-29,1,8.0,75.0,4.0,1240.0,0.0
HOSP-3028,The Johns Hopkins Hospital,infectious disease,2024-04-27,1,23.0,120.0,23.0,1190.0,0.0
HOSP-3029,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-06-16,1,21.0,45.0,4.0,1480.0,0.0
HOSP-3031,The Johns Hopkins Hospital,neurology,2021-03-30,1,32.0,15.0,24.0,1200.0,0.0
HOSP-3032,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-10-19,1,18.0,15.0,30.0,470.0,1.0
HOSP-3035,The Johns Hopkins Hospital,psychiatry,2023-05-29,1,40.0,90.0,6.0,120.0,0.0
HOSP-3036,The Johns Hopkins Hospital,gastroenterology,,1,3.0,15.0,14.0,890.0,1.0
HOSP-3036,The Johns Hopkins Hospital,hepatology or gastroenterology,2020-10-25,1,11.0,15.0,18.0,830.0,1.0
HOSP-3036,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,1.0,105.0,3.0,550.0,1.0
HOSP-3036,The Johns Hopkins Hospital,oncology,2022-05-23,1,60.0,120.0,22.0,1450.0,1.0
HOSP-3037,The Johns Hopkins Hospital,hepatology,2021-11-19,1,41.0,105.0,25.0,390.0,1.0
HOSP-3037,The Johns Hopkins Hospital,infectious disease or internal medicine,2020-09-13,1,91.0,120.0,14.0,1480.0,1.0
HOSP-3037,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2022-11-18,1,48.0,90.0,2.0,1530.0,1.0
HOSP-3038,The Johns Hopkins Hospital,pulmonology,,1,13.0,30.0,8.0,160.0,0.0
HOSP-3040,The Johns Hopkins Hospital,hepatology or gastroenterology,2020-10-31,1,31.0,30.0,1.0,1100.0,1.0
HOSP-3040,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2022-04-17,1,45.0,60.0,27.0,160.0,0.0
HOSP-3040,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,17.0,75.0,27.0,190.0,0.0
HOSP-3042,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-12-27,1,46.0,30.0,10.0,1280.0,1.0
HOSP-3043,The Johns Hopkins Hospital,cardiology,,1,27.0,30.0,19.0,250.0,1.0
HOSP-3043,The Johns Hopkins Hospital,hepatology,,1,11.0,45.0,5.0,660.0,0.0
HOSP-3043,The Johns Hopkins Hospital,neurology,,1,19.0,45.0,29.0,1140.0,1.0
HOSP-3044,The Johns Hopkins Hospital,cardiology,,1,68.0,15.0,13.0,100.0,0.0
HOSP-3044,The Johns Hopkins Hospital,pulmonology,,1,73.0,30.0,14.0,380.0,1.0
HOSP-3045,The Johns Hopkins Hospital,cardiology,2021-01-13,1,45.0,60.0,5.0,1530.0,0.0
HOSP-3051,The Johns Hopkins Hospital,rheumatology,2021-11-27,1,53.0,15.0,19.0,1490.0,0.0
HOSP-3054,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2020-11-19,1,9.0,30.0,23.0,1090.0,0.0
HOSP-3055,The Johns Hopkins Hospital,cardiology or internal medicine,,1,63.0,45.0,26.0,1510.0,0.0
HOSP-3055,The Johns Hopkins Hospital,gastroenterology,,1,34.0,90.0,26.0,1580.0,0.0
HOSP-3055,The Johns Hopkins Hospital,hepatology,,1,36.0,15.0,16.0,660.0,1.0
HOSP-3055,The Johns Hopkins Hospital,nephrology,,1,26.0,75.0,3.0,1500.0,0.0
HOSP-3056,The Johns Hopkins Hospital,psychiatry,,1,74.0,120.0,8.0,1260.0,1.0
HOSP-3056,The Johns Hopkins Hospital,pulmonology or infectious disease,2023-03-31,1,48.0,45.0,10.0,1030.0,0.0
HOSP-3058,The Johns Hopkins Hospital,cardiology,2023-06-27,1,34.0,75.0,14.0,130.0,1.0
HOSP-3059,The Johns Hopkins Hospital,cardiology,2021-03-20,1,17.0,60.0,1.0,330.0,1.0
HOSP-3059,The Johns Hopkins Hospital,neurology,2022-09-24,1,63.0,105.0,27.0,1000.0,0.0
HOSP-3059,The Johns Hopkins Hospital,pulmonology or infectious disease,2022-10-23,1,57.0,30.0,26.0,870.0,1.0
HOSP-3060,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2022-10-21,1,34.0,90.0,18.0,1520.0,0.0
HOSP-3062,The Johns Hopkins Hospital,endocrinology,,1,67.0,75.0,19.0,330.0,0.0
HOSP-3062,The Johns Hopkins Hospital,pulmonology or infectious disease,2021-11-19,1,21.0,90.0,20.0,430.0,0.0
HOSP-3064,The Johns Hopkins Hospital,pulmonology,,1,41.0,105.0,26.0,450.0,0.0
HOSP-3066,The Johns Hopkins Hospital,gastroenterology,,1,52.0,120.0,15.0,720.0,0.0
HOSP-3067,The Johns Hopkins Hospital,neurology,2023-12-23,1,33.0,90.0,30.0,340.0,0.0
HOSP-3070,The Johns Hopkins Hospital,pulmonology or infectious disease,2021-12-28,1,35.0,30.0,21.0,580.0,1.0
HOSP-3071,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-03-17,1,76.0,15.0,2.0,780.0,1.0
HOSP-3071,The Johns Hopkins Hospital,oncology,2021-02-28,1,11.0,105.0,3.0,1300.0,0.0
HOSP-3072,The Johns Hopkins Hospital,hepatology,2020-12-26,1,19.0,30.0,26.0,1470.0,1.0
HOSP-3072,The Johns Hopkins Hospital,psychiatry,2021-07-20,1,74.0,15.0,20.0,580.0,0.0
HOSP-3074,The Johns Hopkins Hospital,gastroenterology,2024-07-22,1,79.0,45.0,7.0,640.0,0.0
HOSP-3075,The Johns Hopkins Hospital,infectious disease,,1,46.0,105.0,15.0,940.0,1.0
HOSP-3076,The Johns Hopkins Hospital,pulmonology,2022-06-28,1,56.0,60.0,4.0,1530.0,0.0
HOSP-3076,The Johns Hopkins Hospital,urology or nephrology,2024-05-14,1,21.0,45.0,27.0,1530.0,1.0
HOSP-3079,The Johns Hopkins Hospital,endocrinology,2022-01-29,1,41.0,30.0,20.0,1430.0,0.0
HOSP-3079,The Johns Hopkins Hospital,gastroenterology,2023-12-24,1,23.0,15.0,6.0,1120.0,0.0
HOSP-3079,The Johns Hopkins Hospital,neurology,2020-11-28,1,17.0,15.0,4.0,990.0,0.0
HOSP-3081,The Johns Hopkins Hospital,nephrology,2021-10-19,1,18.0,60.0,15.0,1570.0,0.0
HOSP-3081,The Johns Hopkins Hospital,rheumatology,2021-03-23,1,29.0,105.0,18.0,1450.0,1.0
HOSP-3082,The Johns Hopkins Hospital,hepatology or gastroenterology,2022-07-28,1,12.0,75.0,16.0,690.0,0.0
HOSP-3082,The Johns Hopkins Hospital,neurology,2021-09-18,1,95.0,60.0,11.0,1520.0,1.0
HOSP-3083,The Johns Hopkins Hospital,cardiology or internal medicine,,1,95.0,105.0,9.0,1440.0,0.0
HOSP-3083,The Johns Hopkins Hospital,hepatology or gastroenterology,2020-11-14,1,68.0,75.0,7.0,1010.0,0.0
HOSP-3083,The Johns Hopkins Hospital,infectious disease,2024-07-16,1,40.0,15.0,24.0,900.0,0.0
HOSP-3083,The Johns Hopkins Hospital,neurology,2024-06-29,1,80.0,75.0,27.0,1020.0,0.0
HOSP-3085,The Johns Hopkins Hospital,psychiatry,,1,40.0,45.0,19.0,440.0,1.0
HOSP-3085,The Johns Hopkins Hospital,rheumatology,,1,75.0,120.0,23.0,790.0,0.0
HOSP-3089,The Johns Hopkins Hospital,cardiology or internal medicine,,1,94.0,60.0,16.0,1540.0,0.0
HOSP-3089,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,12.0,90.0,14.0,1190.0,1.0
HOSP-3089,The Johns Hopkins Hospital,neurology,,1,31.0,60.0,14.0,600.0,1.0
HOSP-3090,The Johns Hopkins Hospital,neurology,2024-01-14,1,55.0,15.0,28.0,930.0,0.0
HOSP-3091,The Johns Hopkins Hospital,pulmonology,2020-10-20,1,40.0,105.0,16.0,270.0,1.0
HOSP-3094,The Johns Hopkins Hospital,psychiatry,2022-03-26,1,48.0,75.0,10.0,1050.0,1.0
HOSP-3095,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-09-19,1,9.0,15.0,10.0,920.0,1.0
HOSP-3095,The Johns Hopkins Hospital,psychiatry,,1,41.0,120.0,10.0,930.0,0.0
HOSP-3096,The Johns Hopkins Hospital,oncology,,1,75.0,15.0,23.0,1310.0,1.0
HOSP-3097,The Johns Hopkins Hospital,cardiology,,1,25.0,105.0,12.0,1380.0,0.0
HOSP-3097,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-08-21,1,62.0,105.0,15.0,1170.0,1.0
HOSP-3100,The Johns Hopkins Hospital,gastroenterology,,1,83.0,120.0,24.0,940.0,1.0
HOSP-3100,The Johns Hopkins Hospital,neurology,2022-06-25,1,28.0,15.0,2.0,1450.0,1.0
HOSP-3101,The Johns Hopkins Hospital,gastroenterology,2021-05-27,1,62.0,105.0,9.0,280.0,0.0
HOSP-3101,The Johns Hopkins Hospital,gastroenterology,,1,61.0,75.0,15.0,1560.0,1.0
HOSP-3101,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,52.0,120.0,8.0,1500.0,0.0
HOSP-3101,The Johns Hopkins Hospital,urology or nephrology,,1,61.0,60.0,10.0,290.0,1.0
HOSP-3102,The Johns Hopkins Hospital,oncology,,1,68.0,45.0,3.0,1480.0,1.0
HOSP-3103,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,45.0,120.0,9.0,430.0,0.0
HOSP-3104,The Johns Hopkins Hospital,cardiology,2021-04-22,1,1.0,45.0,3.0,1060.0,0.0
HOSP-3105,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,55.0,60.0,19.0,650.0,0.0
HOSP-3106,The Johns Hopkins Hospital,hepatology,,1,6.0,30.0,5.0,660.0,0.0
HOSP-3106,The Johns Hopkins Hospital,neurology,2022-11-24,1,78.0,120.0,5.0,310.0,1.0
HOSP-3106,The Johns Hopkins Hospital,pulmonology,2024-03-24,1,17.0,45.0,4.0,1130.0,0.0
HOSP-3106,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,23.0,75.0,27.0,140.0,1.0
HOSP-3108,The Johns Hopkins Hospital,pulmonology,2021-07-26,1,7.0,105.0,21.0,1090.0,0.0
HOSP-3108,The Johns Hopkins Hospital,pulmonology,,1,51.0,45.0,3.0,510.0,0.0
HOSP-3109,The Johns Hopkins Hospital,cardiology,2021-08-16,1,57.0,60.0,8.0,1310.0,1.0
HOSP-3111,The Johns Hopkins Hospital,neurology,2021-08-26,1,7.0,105.0,7.0,650.0,0.0
HOSP-3112,The Johns Hopkins Hospital,psychiatry,,1,94.0,15.0,1.0,1450.0,0.0
HOSP-3112,The Johns Hopkins Hospital,pulmonology,2022-04-15,1,50.0,90.0,24.0,470.0,0.0
HOSP-3113,The Johns Hopkins Hospital,psychiatry,2021-02-15,1,14.0,90.0,18.0,850.0,0.0
HOSP-3114,The Johns Hopkins Hospital,oncology,,1,14.0,105.0,3.0,1600.0,1.0
HOSP-3115,The Johns Hopkins Hospital,nephrology,2021-09-27,1,34.0,105.0,1.0,230.0,0.0
HOSP-3115,The Johns Hopkins Hospital,pulmonology,,1,65.0,120.0,18.0,530.0,1.0
HOSP-3116,The Johns Hopkins Hospital,cardiology,,1,63.0,15.0,15.0,280.0,0.0
HOSP-3116,The Johns Hopkins Hospital,gastroenterology,2023-12-15,1,55.0,75.0,30.0,1560.0,1.0
HOSP-3116,The Johns Hopkins Hospital,neurology,2021-12-20,1,11.0,75.0,7.0,220.0,1.0
HOSP-3117,The Johns Hopkins Hospital,gastroenterology,,1,75.0,105.0,9.0,1080.0,1.0
HOSP-3117,The Johns Hopkins Hospital,neurology,2021-02-24,1,67.0,90.0,25.0,910.0,0.0
HOSP-3118,The Johns Hopkins Hospital,psychiatry,2020-09-14,1,52.0,120.0,7.0,690.0,0.0
HOSP-3119,The Johns Hopkins Hospital,allergy and immunology,2021-11-17,1,58.0,30.0,15.0,1510.0,1.0
HOSP-3119,The Johns Hopkins Hospital,nephrology,,1,6.0,45.0,15.0,1450.0,0.0
HOSP-3120,The Johns Hopkins Hospital,neurology,,2,58.0,82.5,13.0,245.0,1.0
HOSP-3120,The Johns Hopkins Hospital,pulmonology,2020-12-30,1,6.0,90.0,27.0,570.0,0.0
