date,hospital_id,hospital_name,department_id,department_name,department_type,total_beds,occupied_beds_count,bed_occupancy_rate_pct,patients_admitted_count,patients_discharged_count,readmission_count,readmission_rate_pct,mortality_count,mortality_rate_pct,avg_length_of_stay_days,avg_treatment_time_hours,transfer_events_count,nurses_on_duty,doctors_on_duty,staff_to_patient_ratio,equipment_downtime_hours,avg_satisfaction_score,department_efficiency_score,external_benchmark_available_beds,external_benchmark_patients_refused
2023-11-02,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,3,8,0.0,0.0,,,5.5,,,,,,,,,,
2023-11-03,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,6,3,0.0,0.0,,,4.333333333333333,,,,,,,,,,
2023-11-04,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,3,5,0.0,0.0,,,3.8,,,,,,,,,,
2023-11-05,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,2,5,0.0,0.0,,,3.4,,,,,,,,,,
2023-11-06,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,2,0.0,0.0,,,4.0,,,,,,,,,,
2023-11-07,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,3,3,0.0,0.0,,,3.6666666666666665,,,,,,,,,,
2023-11-08,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,5,6,0.0,0.0,,,7.0,,,,,,,,,,
2023-11-09,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,5,5,0.0,0.0,,,6.8,,,,,,,,,,
2023-11-10,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,4,7,0.0,0.0,,,6.0,,,,,,,,,,
2023-11-11,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,2,2,0.0,0.0,,,1.5,,,,,,,,,,
2023-11-12,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,0,2,0.0,0.0,,,4.5,,,,,,,,,,
2023-11-13,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,4,4,0.0,0.0,,,5.5,,,,,,,,,,
2023-11-14,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,5,3,0.0,0.0,,,4.0,,,,,,,,,,
2023-11-15,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,2,4,0.0,0.0,,,6.75,,,,,,,,,,
2023-11-16,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,8,0.0,0.0,,,6.125,,,,,,,,,,
2023-11-17,1,HMIS Hospital,1,Emergency,Clinical,75,13,17.33,1,1,0.0,0.0,,,3.0,,,,,,,,,,
2023-11-18,1,HMIS Hospital,1,Emergency,Clinical,75,13,17.33,1,3,0.0,0.0,,,7.333333333333333,,,,,,,,,,
2023-11-19,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,6,2,0.0,0.0,,,4.0,,,,,,,,,,
2023-11-20,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,2,1,0.0,0.0,,,1.0,,,,,,,,,,
2023-11-21,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,4,3,0.0,0.0,,,3.6666666666666665,,,,,,,,,,
2023-11-22,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,2,3,0.0,0.0,,,3.0,,,,,,,,,,
2023-11-23,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,4,4,0.0,0.0,,,5.0,,,,,,,,,,
2023-11-24,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,3,0.0,0.0,,,6.666666666666667,,,,,,,,,,
2023-11-25,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,5,3,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2023-11-26,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,6,6,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2023-11-27,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,1,0.0,0.0,,,3.0,,,,,,,,,,
2023-11-28,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,2,4,1.0,25.0,,,3.25,,,,,,,,,,
2023-11-29,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,5,0.0,0.0,,,4.6,,,,,,,,,,
2023-11-30,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,7,6,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2023-12-01,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,2,0,,,,,,,,,,,,,,,
2023-12-02,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,9,4,0.0,0.0,,,2.5,,,,,,,,,,
2023-12-03,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,1,4,0.0,0.0,,,5.75,,,,,,,,,,
2023-12-04,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,4,0.0,0.0,,,5.0,,,,,,,,,,
2023-12-05,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,4,7,1.0,14.29,,,3.5714285714285716,,,,,,,,,,
2023-12-06,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,6,2,1.0,50.0,,,3.0,,,,,,,,,,
2023-12-07,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,3,0.0,0.0,,,2.0,,,,,,,,,,
2023-12-08,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,5,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2023-12-09,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,3,5,0.0,0.0,,,6.4,,,,,,,,,,
2023-12-10,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,8,9,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2023-12-11,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,6,4,0.0,0.0,,,3.75,,,,,,,,,,
2023-12-12,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,2,2,0.0,0.0,,,3.5,,,,,,,,,,
2023-12-13,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,5,6,0.0,0.0,,,3.6666666666666665,,,,,,,,,,
2023-12-14,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,2,8,0.0,0.0,,,5.375,,,,,,,,,,
2023-12-15,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,3,0.0,0.0,,,3.6666666666666665,,,,,,,,,,
2023-12-16,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,6,0.0,0.0,,,3.5,,,,,,,,,,
2023-12-17,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,6,2,0.0,0.0,,,4.0,,,,,,,,,,
2023-12-18,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,5,2,0.0,0.0,,,8.0,,,,,,,,,,
2023-12-19,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,6,3,0.0,0.0,,,4.333333333333333,,,,,,,,,,
2023-12-20,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,5,7,0.0,0.0,,,3.2857142857142856,,,,,,,,,,
2023-12-21,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,1,4,1.0,25.0,,,5.0,,,,,,,,,,
2023-12-22,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,4,4,0.0,0.0,,,5.5,,,,,,,,,,
2023-12-23,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,2,2,0.0,0.0,,,3.5,,,,,,,,,,
2023-12-24,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,7,5,0.0,0.0,,,3.8,,,,,,,,,,
2023-12-25,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,6,0.0,0.0,,,2.8333333333333335,,,,,,,,,,
2023-12-26,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,6,1,0.0,0.0,,,7.0,,,,,,,,,,
2023-12-27,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,6,8,0.0,0.0,,,4.875,,,,,,,,,,
2023-12-28,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,4,3,0.0,0.0,,,5.666666666666667,,,,,,,,,,
2023-12-29,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,2,6,0.0,0.0,,,3.1666666666666665,,,,,,,,,,
2023-12-30,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,4,4,0.0,0.0,,,3.5,,,,,,,,,,
2023-12-31,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,6,3,0.0,0.0,,,5.666666666666667,,,,,,,,,,
2024-01-01,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,6,5,0.0,0.0,,,5.0,,,,,,,,,,
2024-01-02,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,3,5,0.0,0.0,,,2.6,,,,,,,,,,
2024-01-03,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,5,0.0,0.0,,,7.0,,,,,,,,,,
2024-01-04,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,4,1,0.0,0.0,,,4.0,,,,,,,,,,
2024-01-05,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,4,3,0.0,0.0,,,3.3333333333333335,,,,,,,,,,
2024-01-06,1,HMIS Hospital,1,Emergency,Clinical,75,32,42.67,9,4,0.0,0.0,,,6.5,,,,,,,,,,
2024-01-07,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,2,5,0.0,0.0,,,4.8,,,,,,,,,,
2024-01-08,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,2,3,0.0,0.0,,,3.6666666666666665,,,,,,,,,,
2024-01-09,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,0,3,0.0,0.0,,,5.666666666666667,,,,,,,,,,
2024-01-10,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,7,6,0.0,0.0,,,6.0,,,,,,,,,,
2024-01-11,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,4,5,0.0,0.0,,,7.2,,,,,,,,,,
2024-01-12,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,7,4,0.0,0.0,,,6.0,,,,,,,,,,
2024-01-13,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,6,5,0.0,0.0,,,4.4,,,,,,,,,,
2024-01-14,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,4,2,0.0,0.0,,,3.5,,,,,,,,,,
2024-01-15,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,3,6,0.0,0.0,,,6.166666666666667,,,,,,,,,,
2024-01-16,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,3,7,0.0,0.0,,,6.428571428571429,,,,,,,,,,
2024-01-17,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,5,0.0,0.0,,,4.2,,,,,,,,,,
2024-01-18,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,6,1.0,16.67,,,3.8333333333333335,,,,,,,,,,
2024-01-19,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,2,0.0,0.0,,,3.0,,,,,,,,,,
2024-01-20,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,1,4,1.0,25.0,,,5.5,,,,,,,,,,
2024-01-21,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,2,5,0.0,0.0,,,4.4,,,,,,,,,,
2024-01-22,1,HMIS Hospital,1,Emergency,Clinical,75,13,17.33,1,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2024-01-23,1,HMIS Hospital,1,Emergency,Clinical,75,13,17.33,3,1,0.0,0.0,,,9.0,,,,,,,,,,
2024-01-24,1,HMIS Hospital,1,Emergency,Clinical,75,14,18.67,2,6,1.0,16.67,,,4.333333333333333,,,,,,,,,,
2024-01-25,1,HMIS Hospital,1,Emergency,Clinical,75,12,16.0,4,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2024-01-26,1,HMIS Hospital,1,Emergency,Clinical,75,11,14.67,2,2,0.0,0.0,,,4.5,,,,,,,,,,
2024-01-27,1,HMIS Hospital,1,Emergency,Clinical,75,13,17.33,4,2,0.0,0.0,,,4.5,,,,,,,,,,
2024-01-28,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,4,3,0.0,0.0,,,2.6666666666666665,,,,,,,,,,
2024-01-29,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,5,2,0.0,0.0,,,2.5,,,,,,,,,,
2024-01-30,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,5,2,0.0,0.0,,,1.5,,,,,,,,,,
2024-01-31,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,4,1,0.0,0.0,,,3.0,,,,,,,,,,
2024-02-01,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,2,4,0.0,0.0,,,6.75,,,,,,,,,,
2024-02-02,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,3,0.0,0.0,,,2.3333333333333335,,,,,,,,,,
2024-02-03,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,7,2,0.0,0.0,,,5.0,,,,,,,,,,
2024-02-04,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,1,7,0.0,0.0,,,4.714285714285714,,,,,,,,,,
2024-02-05,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,6,0.0,0.0,,,5.0,,,,,,,,,,
2024-02-06,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,4,4,0.0,0.0,,,5.75,,,,,,,,,,
2024-02-07,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,3,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2024-02-08,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,1,4,0.0,0.0,,,5.25,,,,,,,,,,
2024-02-09,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,3,2,0.0,0.0,,,2.5,,,,,,,,,,
2024-02-10,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,4,3,0.0,0.0,,,3.3333333333333335,,,,,,,,,,
2024-02-11,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,1,2,0.0,0.0,,,3.0,,,,,,,,,,
2024-02-12,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,2,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2024-02-13,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,4,4,0.0,0.0,,,6.25,,,,,,,,,,
2024-02-14,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,3,2,0.0,0.0,,,1.5,,,,,,,,,,
2024-02-15,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,5,4,1.0,25.0,,,6.75,,,,,,,,,,
2024-02-16,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,2,6,0.0,0.0,,,6.166666666666667,,,,,,,,,,
2024-02-17,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,3,3,0.0,0.0,,,2.6666666666666665,,,,,,,,,,
2024-02-18,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,8,5,0.0,0.0,,,4.6,,,,,,,,,,
2024-02-19,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,4,2,0.0,0.0,,,4.0,,,,,,,,,,
2024-02-20,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,0,4,0.0,0.0,,,2.75,,,,,,,,,,
2024-02-21,1,HMIS Hospital,1,Emergency,Clinical,75,14,18.67,1,1,0.0,0.0,,,3.0,,,,,,,,,,
2024-02-22,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,4,1,0.0,0.0,,,9.0,,,,,,,,,,
2024-02-23,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,6,5,0.0,0.0,,,4.6,,,,,,,,,,
2024-02-24,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,2,6,0.0,0.0,,,3.8333333333333335,,,,,,,,,,
2024-02-25,1,HMIS Hospital,1,Emergency,Clinical,75,14,18.67,1,0,,,,,,,,,,,,,,,
2024-02-26,1,HMIS Hospital,1,Emergency,Clinical,75,14,18.67,0,1,0.0,0.0,,,2.0,,,,,,,,,,
2024-02-27,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,5,4,0.0,0.0,,,5.75,,,,,,,,,,
2024-02-28,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,7,2,0.0,0.0,,,8.0,,,,,,,,,,
2024-02-29,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,2,4,0.0,0.0,,,4.75,,,,,,,,,,
2024-03-01,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,4,3,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2024-03-02,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,2,0.0,0.0,,,3.0,,,,,,,,,,
2024-03-03,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,3,6,0.0,0.0,,,4.5,,,,,,,,,,
2024-03-04,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,7,4,0.0,0.0,,,4.25,,,,,,,,,,
2024-03-05,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,2,4,0.0,0.0,,,2.25,,,,,,,,,,
2024-03-06,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,2,0.0,0.0,,,6.0,,,,,,,,,,
2024-03-07,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,4,0.0,0.0,,,5.25,,,,,,,,,,
2024-03-08,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,2,3,0.0,0.0,,,7.666666666666667,,,,,,,,,,
2024-03-09,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,3,0.0,0.0,,,8.333333333333334,,,,,,,,,,
2024-03-10,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,2,0.0,0.0,,,3.5,,,,,,,,,,
2024-03-11,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,4,2,0.0,0.0,,,9.5,,,,,,,,,,
2024-03-12,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,3,8,0.0,0.0,,,5.625,,,,,,,,,,
2024-03-13,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,3,1.0,33.33,,,4.333333333333333,,,,,,,,,,
2024-03-14,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,5,0.0,0.0,,,5.2,,,,,,,,,,
2024-03-15,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,0,7,0.0,0.0,,,4.285714285714286,,,,,,,,,,
2024-03-16,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,4,6,0.0,0.0,,,5.666666666666667,,,,,,,,,,
2024-03-17,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,5,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2024-03-18,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,4,0,,,,,,,,,,,,,,,
2024-03-19,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,5,0.0,0.0,,,3.6,,,,,,,,,,
2024-03-20,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,6,4,1.0,25.0,,,2.0,,,,,,,,,,
2024-03-21,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,2,3,0.0,0.0,,,5.0,,,,,,,,,,
2024-03-22,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,4,0.0,0.0,,,3.0,,,,,,,,,,
2024-03-23,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,3,3,0.0,0.0,,,3.0,,,,,,,,,,
2024-03-24,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,1,1,0.0,0.0,,,1.0,,,,,,,,,,
2024-03-25,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,7,9,1.0,11.11,,,5.777777777777778,,,,,,,,,,
2024-03-26,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,4,3,0.0,0.0,,,2.6666666666666665,,,,,,,,,,
2024-03-27,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,5,0.0,0.0,,,4.4,,,,,,,,,,
2024-03-28,1,HMIS Hospital,1,Emergency,Clinical,75,14,18.67,1,4,0.0,0.0,,,2.25,,,,,,,,,,
2024-03-29,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,6,2,0.0,0.0,,,5.5,,,,,,,,,,
2024-03-30,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,6,1,0.0,0.0,,,5.0,,,,,,,,,,
2024-03-31,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,7,6,0.0,0.0,,,3.8333333333333335,,,,,,,,,,
2024-04-01,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,3,0.0,0.0,,,2.3333333333333335,,,,,,,,,,
2024-04-02,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,5,4,1.0,25.0,,,4.5,,,,,,,,,,
2024-04-03,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,5,5,0.0,0.0,,,3.2,,,,,,,,,,
2024-04-04,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,5,7,0.0,0.0,,,3.5714285714285716,,,,,,,,,,
2024-04-05,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,2,1.0,50.0,,,7.5,,,,,,,,,,
2024-04-06,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,4,1,0.0,0.0,,,5.0,,,,,,,,,,
2024-04-07,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,4,5,0.0,0.0,,,6.6,,,,,,,,,,
2024-04-08,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,5,7,0.0,0.0,,,4.428571428571429,,,,,,,,,,
2024-04-09,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,3,7,0.0,0.0,,,3.0,,,,,,,,,,
2024-04-10,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,4,2,1.0,50.0,,,6.5,,,,,,,,,,
2024-04-11,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,2,2,0.0,0.0,,,7.0,,,,,,,,,,
2024-04-12,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,1,6,0.0,0.0,,,6.166666666666667,,,,,,,,,,
2024-04-13,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,5,1,0.0,0.0,,,9.0,,,,,,,,,,
2024-04-14,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,9,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2024-04-15,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,5,2,0.0,0.0,,,1.0,,,,,,,,,,
2024-04-16,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,5,0.0,0.0,,,5.0,,,,,,,,,,
2024-04-17,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,6,2,0.0,0.0,,,6.0,,,,,,,,,,
2024-04-18,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,3,4,0.0,0.0,,,4.0,,,,,,,,,,
2024-04-19,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,4,3,0.0,0.0,,,4.0,,,,,,,,,,
2024-04-20,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,4,7,0.0,0.0,,,4.571428571428571,,,,,,,,,,
2024-04-21,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,2,3,0.0,0.0,,,5.666666666666667,,,,,,,,,,
2024-04-22,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,2,0.0,0.0,,,2.0,,,,,,,,,,
2024-04-23,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,2,9,0.0,0.0,,,6.111111111111111,,,,,,,,,,
2024-04-24,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,6,3,0.0,0.0,,,6.666666666666667,,,,,,,,,,
2024-04-25,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,4,0.0,0.0,,,4.0,,,,,,,,,,
2024-04-26,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,2,0.0,0.0,,,6.0,,,,,,,,,,
2024-04-27,1,HMIS Hospital,1,Emergency,Clinical,75,31,41.33,9,4,0.0,0.0,,,5.75,,,,,,,,,,
2024-04-28,1,HMIS Hospital,1,Emergency,Clinical,75,32,42.67,5,3,0.0,0.0,,,2.6666666666666665,,,,,,,,,,
2024-04-29,1,HMIS Hospital,1,Emergency,Clinical,75,36,48.0,7,2,0.0,0.0,,,3.0,,,,,,,,,,
2024-04-30,1,HMIS Hospital,1,Emergency,Clinical,75,36,48.0,2,6,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2024-05-01,1,HMIS Hospital,1,Emergency,Clinical,75,36,48.0,6,8,0.0,0.0,,,5.125,,,,,,,,,,
2024-05-02,1,HMIS Hospital,1,Emergency,Clinical,75,34,45.33,6,7,0.0,0.0,,,5.571428571428571,,,,,,,,,,
2024-05-03,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,0,7,0.0,0.0,,,3.857142857142857,,,,,,,,,,
2024-05-04,1,HMIS Hospital,1,Emergency,Clinical,75,32,42.67,12,7,0.0,0.0,,,5.428571428571429,,,,,,,,,,
2024-05-05,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,1,4,1.0,25.0,,,3.0,,,,,,,,,,
2024-05-06,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,6,5,0.0,0.0,,,6.6,,,,,,,,,,
2024-05-07,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,1,8,0.0,0.0,,,4.75,,,,,,,,,,
2024-05-08,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,2,0.0,0.0,,,5.5,,,,,,,,,,
2024-05-09,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,6,3,0.0,0.0,,,5.0,,,,,,,,,,
2024-05-10,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,4,2,0.0,0.0,,,3.0,,,,,,,,,,
2024-05-11,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,4,5,0.0,0.0,,,6.2,,,,,,,,,,
2024-05-12,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,0,3,0.0,0.0,,,4.333333333333333,,,,,,,,,,
2024-05-13,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,2,3,0.0,0.0,,,8.333333333333334,,,,,,,,,,
2024-05-14,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,1,5,0.0,0.0,,,4.2,,,,,,,,,,
2024-05-15,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,2,1,0.0,0.0,,,4.0,,,,,,,,,,
2024-05-16,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,5,0.0,0.0,,,6.8,,,,,,,,,,
2024-05-17,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,4,2,0.0,0.0,,,9.0,,,,,,,,,,
2024-05-18,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,0,4,0.0,0.0,,,8.75,,,,,,,,,,
2024-05-19,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,4,3,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2024-05-20,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,4,6,0.0,0.0,,,2.8333333333333335,,,,,,,,,,
2024-05-21,1,HMIS Hospital,1,Emergency,Clinical,75,10,13.33,0,0,,,,,,,,,,,,,,,
2024-05-22,1,HMIS Hospital,1,Emergency,Clinical,75,13,17.33,3,3,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2024-05-23,1,HMIS Hospital,1,Emergency,Clinical,75,12,16.0,2,1,0.0,0.0,,,4.0,,,,,,,,,,
