date,hospital_id,hospital_name,department_id,department_name,department_type,total_beds,occupied_beds_count,bed_occupancy_rate_pct,patients_admitted_count,patients_discharged_count,readmission_count,readmission_rate_pct,mortality_count,mortality_rate_pct,avg_length_of_stay_days,avg_treatment_time_hours,transfer_events_count,nurses_on_duty,doctors_on_duty,staff_to_patient_ratio,equipment_downtime_hours,avg_satisfaction_score,department_efficiency_score
2026-05-24,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,21,52.5,9,9,0,0.0,0,0.0,4.27,3.99,7,10,4,1.556,1.45,3.72,73.58
2026-05-31,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,16,53.33,7,8,0,0.0,0,0.0,1.51,11.74,4,4,2,0.857,2.48,3.51,77.05
2026-06-07,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,25,83.33,9,9,0,0.0,0,0.0,3.87,11.81,7,8,2,1.111,0.0,3.61,87.39
2026-06-14,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,46,92.0,8,10,1,12.5,0,0.0,9.48,26.56,4,11,4,1.875,4.11,4.43,71.53
2026-06-21,H001,CityCare General Hospital,D05,ICU,Critical Care,20,10,50.0,7,7,1,14.29,1,14.29,8.86,32.51,8,2,2,0.571,0.0,3.84,64.14
2026-06-28,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,25,71.43,11,13,1,9.09,0,0.0,4.0,10.7,5,6,4,0.909,3.1,4.84,76.22
2026-01-06,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,16,45.71,7,3,1,14.29,0,0.0,8.04,15.3,2,8,4,1.714,5.79,4.05,54.81
2026-01-13,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,19,47.5,5,4,0,0.0,0,0.0,5.72,15.57,7,11,5,3.2,2.39,4.03,67.79
2026-01-20,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,28,93.33,6,6,1,16.67,0,0.0,1.95,6.27,9,6,3,1.5,2.45,4.27,87.0
2026-01-27,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,26,86.67,5,6,0,0.0,0,0.0,1.93,27.96,7,7,3,2.0,2.97,4.22,87.2
2026-02-03,H001,CityCare General Hospital,D02,General Medicine,Medical,50,29,58.0,11,11,0,0.0,0,0.0,8.01,28.76,6,11,6,1.545,0.9,4.18,69.84
2026-02-10,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,19,95.0,8,5,0,0.0,0,0.0,7.86,19.17,3,7,1,1.0,3.15,3.79,79.46
2026-02-17,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,30,85.71,11,6,2,18.18,0,0.0,8.49,24.32,5,10,2,1.091,5.64,4.61,67.48
2026-02-24,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,29,82.86,6,7,0,0.0,0,0.0,5.96,22.53,4,8,3,1.833,2.34,3.51,79.83
2026-03-03,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,31,77.5,10,8,1,10.0,0,0.0,8.41,15.11,7,9,5,1.4,3.7,4.45,69.49
2026-03-10,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,21,70.0,6,4,1,16.67,0,0.0,2.18,15.54,7,9,2,1.833,0.28,3.65,81.9
2026-03-17,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,26,86.67,7,8,0,0.0,0,0.0,3.38,8.2,5,8,2,1.429,1.68,3.7,86.73
2026-03-24,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,26,52.0,10,9,0,0.0,1,11.11,3.23,9.9,7,11,4,1.5,4.17,4.36,70.88
2026-03-31,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,16,80.0,5,5,0,0.0,0,0.0,9.96,3.42,4,3,3,1.2,0.95,4.23,74.05
2026-04-07,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,22,62.86,6,9,1,16.67,0,0.0,5.6,10.53,3,9,4,2.167,2.57,4.12,69.76
2026-04-14,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,20,57.14,7,12,0,0.0,0,0.0,6.88,28.68,4,10,2,1.714,3.84,4.4,66.82
2026-04-21,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,35,87.5,10,10,1,10.0,0,0.0,7.39,27.98,2,6,5,1.1,2.47,3.65,76.74
2026-04-28,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,22,73.33,5,7,0,0.0,0,0.0,3.19,9.45,10,4,4,1.6,4.75,3.65,77.48
2026-05-05,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,21,70.0,9,7,0,0.0,0,0.0,8.24,9.98,3,9,2,1.222,0.31,4.25,74.58
2026-05-12,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,28,56.0,9,9,1,11.11,0,0.0,9.35,25.44,6,9,5,1.556,3.24,4.8,60.83
2026-05-19,H001,CityCare General Hospital,D05,ICU,Critical Care,20,11,55.0,4,3,0,0.0,0,0.0,5.9,29.73,2,2,1,0.75,4.62,3.26,66.53
2026-05-26,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,28,80.0,6,3,0,0.0,0,0.0,6.75,6.96,7,5,3,1.333,0.0,4.19,81.19
2026-06-02,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,30,85.71,0,2,0,0.0,0,0.0,5.04,19.97,6,10,2,12.0,0.0,4.31,86.18
2026-06-09,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,22,55.0,10,8,1,10.0,0,0.0,5.24,7.74,3,9,5,1.4,0.0,4.01,73.08
2026-06-16,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,19,63.33,5,2,1,20.0,0,0.0,5.99,9.06,5,6,2,1.6,1.57,3.99,70.17
2026-06-23,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,26,86.67,11,9,0,0.0,0,0.0,8.85,24.0,5,7,4,1.0,2.14,4.15,76.42
2026-01-01,H001,CityCare General Hospital,D02,General Medicine,Medical,50,32,64.0,13,12,1,7.69,0,0.0,6.66,19.64,3,11,5,1.231,0.26,3.79,73.79
2026-01-08,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,13,65.0,3,3,0,0.0,0,0.0,10.51,27.79,11,6,2,2.667,4.05,3.82,62.88
2026-01-15,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,28,80.0,8,9,1,12.5,0,0.0,8.15,5.58,5,7,2,1.125,1.74,4.35,73.45
2026-01-22,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,25,71.43,4,8,0,0.0,0,0.0,7.72,9.62,2,6,2,2.0,3.26,4.41,71.27
2026-01-29,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,39,97.5,6,4,0,0.0,0,0.0,6.73,14.83,3,7,4,1.833,2.28,4.02,83.7
2026-02-05,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,16,53.33,5,2,0,0.0,0,0.0,6.13,29.67,4,6,2,1.6,3.48,4.79,67.37
2026-02-12,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,24,80.0,5,4,0,0.0,0,0.0,6.36,17.14,8,8,4,2.4,1.41,4.51,79.61
2026-02-19,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,23,46.0,9,12,0,0.0,0,0.0,2.35,6.16,7,10,4,1.556,0.68,4.03,75.9
2026-02-26,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,9,45.0,4,2,1,25.0,0,0.0,7.35,9.01,4,6,3,2.25,0.17,4.07,62.62
2026-03-05,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,26,74.29,4,5,1,25.0,0,0.0,3.69,29.61,5,7,4,2.75,2.35,4.55,75.78
2026-03-12,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,22,62.86,4,6,1,25.0,0,0.0,1.9,17.69,4,8,2,2.5,2.38,3.78,74.87
2026-03-19,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,19,47.5,4,4,0,0.0,0,0.0,7.63,15.02,4,8,5,3.25,2.15,3.9,64.83
2026-03-26,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,27,90.0,7,10,0,0.0,0,0.0,5.12,17.14,4,5,2,1.0,2.99,3.95,82.76
2026-04-02,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,20,66.67,5,4,1,20.0,0,0.0,3.56,13.99,4,5,4,1.8,4.13,4.05,71.5
2026-04-09,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,37,74.0,13,13,1,7.69,0,0.0,9.38,17.09,3,10,6,1.231,4.32,3.94,66.03
2026-04-16,H001,CityCare General Hospital,D05,ICU,Critical Care,20,8,40.0,2,5,1,50.0,2,40.0,5.66,47.59,2,2,3,2.5,2.77,3.02,54.66
2026-04-23,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,14,40.0,5,1,2,40.0,0,0.0,8.69,11.45,5,5,2,1.4,2.39,3.95,51.97
2026-04-30,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,24,68.57,8,7,0,0.0,0,0.0,9.11,6.12,3,7,4,1.375,2.85,4.3,68.5
2026-05-07,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,25,62.5,8,5,2,25.0,0,0.0,1.68,22.35,3,9,5,1.75,1.68,3.66,76.25
2026-05-14,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,24,80.0,5,6,0,0.0,0,0.0,9.23,20.17,7,8,4,2.4,4.24,3.47,70.06
2026-05-21,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,17,56.67,4,4,0,0.0,0,0.0,2.32,14.63,11,7,4,2.75,4.44,3.97,73.67
2026-05-28,H001,CityCare General Hospital,D02,General Medicine,Medical,50,35,70.0,12,12,0,0.0,0,0.0,8.91,12.54,3,12,5,1.417,2.01,4.35,70.69
2026-06-04,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,12,60.0,8,10,0,0.0,2,20.0,5.6,43.93,5,2,2,0.5,0.76,4.22,74.98
2026-06-11,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,21,60.0,2,3,0,0.0,0,0.0,5.49,25.26,8,6,3,4.5,0.4,4.45,75.75
2026-06-18,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,22,62.86,12,12,1,8.33,0,0.0,4.34,27.1,5,10,2,1.0,2.76,3.81,73.32
2026-06-25,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,36,90.0,7,5,1,14.29,0,0.0,6.13,15.6,7,9,3,1.714,0.69,3.44,81.81
2026-01-03,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,19,63.33,3,1,0,0.0,0,0.0,3.72,17.88,6,4,2,2.0,5.28,4.14,72.21
2026-01-10,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,22,73.33,3,1,0,0.0,0,0.0,6.16,27.54,8,4,4,2.667,3.09,4.24,74.94
2026-01-17,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,44,88.0,11,10,1,9.09,0,0.0,4.88,26.56,4,11,6,1.545,2.43,4.35,81.55
2026-01-24,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,11,55.0,9,9,0,0.0,1,11.11,7.38,29.25,6,3,2,0.556,0.56,3.97,70.44
2026-01-31,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,32,91.43,11,14,2,18.18,0,0.0,4.47,7.89,4,8,3,1.0,4.33,3.58,78.61
2026-02-07,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,34,97.14,8,7,2,25.0,0,0.0,2.17,27.04,5,5,3,1.0,1.66,4.01,87.55
2026-02-14,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,36,90.0,6,4,0,0.0,0,0.0,5.26,13.36,2,9,4,2.167,5.36,3.46,78.72
2026-02-21,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,23,76.67,7,5,0,0.0,0,0.0,5.3,18.07,4,8,3,1.571,3.27,4.22,77.33
2026-02-28,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,14,46.67,4,5,2,50.0,0,0.0,1.73,23.81,1,6,3,2.25,0.62,4.39,67.32
2026-03-07,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,19,38.0,9,13,1,11.11,0,0.0,4.52,26.47,7,10,4,1.556,0.96,4.12,66.63
2026-03-14,H001,CityCare General Hospital,D05,ICU,Critical Care,20,13,65.0,2,3,0,0.0,1,33.33,2.27,15.78,5,7,2,4.5,0.0,4.45,83.78
2026-03-21,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,20,57.14,8,10,0,0.0,0,0.0,4.29,25.41,5,6,4,1.25,3.96,3.35,71.16
2026-03-28,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,29,82.86,9,8,1,11.11,0,0.0,8.16,18.49,5,7,3,1.111,4.16,3.81,70.84
2026-04-04,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,26,65.0,18,13,1,5.56,2,15.38,5.33,9.16,6,10,3,0.722,0.92,4.3,75.84
2026-04-11,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,12,40.0,4,4,0,0.0,0,0.0,2.85,29.36,5,9,2,2.75,0.99,4.08,72.43
2026-04-18,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,24,80.0,1,3,0,0.0,0,0.0,1.6,16.19,9,4,4,8.0,2.03,4.1,86.95
2026-04-25,H001,CityCare General Hospital,D02,General Medicine,Medical,50,36,72.0,11,10,1,9.09,0,0.0,7.26,25.41,3,8,6,1.273,4.37,3.54,68.68
2026-05-02,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,15,75.0,3,3,0,0.0,0,0.0,9.84,32.38,5,2,2,1.333,1.67,4.38,71.36
2026-05-09,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,26,74.29,6,7,2,33.33,0,0.0,7.3,15.02,2,5,3,1.333,2.09,4.13,68.22
2026-05-16,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,24,68.57,7,5,1,14.29,0,0.0,2.86,25.07,8,6,3,1.286,1.21,4.17,79.2
2026-05-23,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,32,80.0,11,9,1,9.09,0,0.0,5.92,14.0,3,10,3,1.182,0.66,4.67,79.77
2026-05-30,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,26,86.67,9,5,3,33.33,0,0.0,8.28,17.44,5,7,2,1.0,0.06,4.02,74.08
2026-06-06,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,20,66.67,12,7,2,16.67,1,14.29,4.92,23.9,5,5,2,0.583,0.74,4.19,75.21
2026-06-13,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,22,44.0,12,11,3,25.0,0,0.0,5.36,4.34,8,11,4,1.25,2.23,4.07,62.45
2026-06-20,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,11,55.0,0,2,0,0.0,0,0.0,8.4,23.81,3,3,2,5.0,3.9,4.56,63.31
2026-06-27,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,25,71.43,12,11,1,8.33,1,9.09,8.57,5.93,5,8,3,0.917,1.71,3.64,70.6
2026-01-05,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,33,94.29,8,5,2,25.0,0,0.0,4.39,16.01,6,5,3,1.0,3.29,4.07,80.06
2026-01-12,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,27,67.5,7,6,0,0.0,0,0.0,5.9,24.18,5,11,5,2.286,2.2,3.98,74.78
2026-01-19,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,27,90.0,6,5,0,0.0,0,0.0,2.87,28.14,8,9,3,2.0,1.46,3.66,89.14
2026-01-26,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,20,66.67,6,7,0,0.0,0,0.0,6.44,20.97,9,7,3,1.667,2.02,4.48,73.83
2026-02-02,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,37,74.0,9,7,2,22.22,0,0.0,2.4,19.95,6,9,6,1.667,2.67,4.04,77.98
2026-02-09,H001,CityCare General Hospital,D05,ICU,Critical Care,20,17,85.0,7,5,1,14.29,0,0.0,5.12,32.89,7,7,2,1.286,2.56,3.99,78.84
2026-02-16,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,29,82.86,9,7,0,0.0,0,0.0,3.73,17.32,5,6,2,0.889,2.9,4.03,82.83
2026-02-23,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,23,65.71,5,4,1,20.0,0,0.0,4.85,21.43,6,10,2,2.4,0.0,4.02,75.51
2026-03-02,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,25,62.5,9,6,1,11.11,0,0.0,3.45,28.84,2,11,5,1.778,2.12,3.93,75.22
2026-03-09,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,15,50.0,4,3,2,50.0,0,0.0,3.81,16.33,2,5,2,1.75,3.85,3.3,59.67
2026-03-16,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,22,73.33,4,1,1,25.0,0,0.0,1.9,7.67,4,5,3,2.0,1.34,4.77,80.2
2026-03-23,H001,CityCare General Hospital,D02,General Medicine,Medical,50,31,62.0,9,6,0,0.0,1,16.67,3.84,11.72,4,12,4,1.778,2.85,4.73,75.42
2026-03-30,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,14,70.0,3,3,0,0.0,0,0.0,10.85,36.81,6,4,2,2.0,3.49,3.93,64.93
2026-04-06,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,25,71.43,6,4,1,16.67,0,0.0,6.72,7.41,3,8,2,1.667,0.0,3.73,74.91
2026-04-13,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,14,40.0,4,7,1,25.0,0,0.0,2.9,29.66,9,8,3,2.75,0.57,3.83,68.01
2026-04-20,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,20,50.0,8,13,0,0.0,0,0.0,5.72,19.04,3,10,5,1.875,3.91,4.01,66.23
2026-04-27,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,23,76.67,6,5,1,16.67,0,0.0,7.15,17.93,5,8,2,1.667,0.73,4.05,74.82
2026-05-04,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,25,83.33,6,6,0,0.0,1,16.67,7.15,7.1,4,7,4,1.833,0.0,4.7,81.65
2026-05-11,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,30,60.0,9,9,2,22.22,1,11.11,5.1,10.57,6,8,5,1.444,2.48,4.35,68.66
2026-05-18,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,18,90.0,4,4,1,25.0,0,0.0,8.74,18.21,5,5,2,1.75,1.65,4.48,73.56
2026-05-25,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,22,62.86,4,2,1,25.0,0,0.0,7.22,17.99,6,9,2,2.75,0.0,4.74,69.37
2026-06-01,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,22,62.86,4,1,2,50.0,0,0.0,2.2,3.55,10,10,3,3.25,2.61,4.16,68.97
2026-06-08,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,28,70.0,8,5,0,0.0,0,0.0,8.0,25.81,5,8,4,1.5,0.17,4.72,75.23
2026-06-15,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,18,60.0,6,2,0,0.0,0,0.0,7.33,9.55,8,9,2,1.833,4.18,4.39,66.48
2026-06-22,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,26,86.67,5,6,0,0.0,0,0.0,2.14,23.4,2,7,3,2.0,2.38,3.84,87.78
2026-06-29,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,28,56.0,9,6,0,0.0,0,0.0,7.55,14.16,3,12,4,1.778,3.17,4.12,66.32
2026-01-07,H001,CityCare General Hospital,D05,ICU,Critical Care,20,10,50.0,4,2,0,0.0,0,0.0,7.98,10.77,4,3,2,1.25,0.3,3.68,68.05
2026-01-14,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,30,85.71,5,9,0,0.0,0,0.0,8.64,9.65,6,9,2,2.2,4.11,4.52,73.3
2026-01-21,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,27,77.14,5,7,1,20.0,0,0.0,9.41,21.22,3,7,2,1.8,0.0,3.66,71.53
2026-01-28,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,32,80.0,8,8,0,0.0,0,0.0,2.7,16.63,4,6,3,1.125,2.4,4.26,84.44
2026-02-04,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,25,83.33,5,6,0,0.0,0,0.0,5.18,19.82,4,8,2,2.0,2.45,4.59,81.18
2026-02-11,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,21,70.0,7,6,0,0.0,0,0.0,5.87,20.59,4,4,4,1.143,1.97,4.27,76.08
2026-02-18,H001,CityCare General Hospital,D02,General Medicine,Medical,50,38,76.0,13,15,2,15.38,1,6.67,5.69,19.42,6,9,6,1.154,3.25,4.28,73.37
2026-02-25,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,10,50.0,6,3,1,16.67,0,0.0,6.09,32.35,2,2,1,0.5,1.46,4.66,66.17
2026-03-04,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,27,77.14,9,5,2,22.22,0,0.0,8.02,14.42,7,5,3,0.889,0.82,4.09,72.21
2026-03-11,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,23,65.71,8,5,0,0.0,0,0.0,9.03,26.53,2,5,4,1.125,2.79,4.54,67.73
2026-03-18,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,32,80.0,15,8,1,6.67,0,0.0,7.33,12.97,4,8,4,0.8,1.62,4.37,76.25
2026-03-25,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,20,66.67,7,8,1,14.29,0,0.0,4.35,9.28,7,7,2,1.286,1.76,4.36,75.05
2026-04-01,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,22,73.33,6,3,0,0.0,0,0.0,8.52,24.77,4,8,3,1.833,2.27,4.48,72.12
2026-04-08,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,40,80.0,15,15,0,0.0,0,0.0,3.43,23.51,10,10,6,1.067,1.06,4.05,85.3
2026-04-15,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,14,70.0,6,5,0,0.0,1,20.0,7.18,34.5,9,7,1,1.333,4.01,3.38,70.52
2026-04-22,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,16,45.71,5,2,0,0.0,0,0.0,2.35,17.85,4,5,4,1.8,4.76,4.47,69.27
2026-04-29,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,21,60.0,11,12,2,18.18,0,0.0,5.07,11.43,5,9,4,1.182,1.98,3.99,70.32
2026-05-06,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,27,67.5,13,11,2,15.38,0,0.0,4.28,19.72,7,7,3,0.769,1.87,3.42,75.07
2026-05-13,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,28,93.33,4,2,1,25.0,0,0.0,3.08,19.75,8,9,3,3.0,1.43,3.78,84.99
2026-05-20,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,24,80.0,5,9,1,20.0,1,11.11,7.22,17.15,4,8,3,2.2,3.28,4.78,71.12
2026-05-27,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,36,72.0,8,6,1,12.5,0,0.0,8.11,16.36,4,9,4,1.625,3.96,4.29,67.17
2026-06-03,H001,CityCare General Hospital,D05,ICU,Critical Care,20,15,75.0,4,1,1,25.0,0,0.0,11.56,18.13,5,5,3,2.0,4.19,4.14,59.32
2026-06-10,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,19,54.29,9,8,1,11.11,0,0.0,3.92,25.48,2,7,3,1.111,2.29,4.24,71.26
2026-06-17,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,25,71.43,7,3,0,0.0,0,0.0,5.26,28.19,5,7,2,1.286,4.65,4.98,73.36
2026-06-24,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,35,87.5,8,12,1,12.5,1,8.33,3.9,26.26,4,6,3,1.125,2.77,4.5,81.87
2026-01-02,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,23,76.67,11,8,0,0.0,0,0.0,5.72,7.59,5,8,3,1.0,0.13,4.35,81.62
2026-01-09,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,25,83.33,12,7,1,8.33,2,28.57,6.39,24.23,8,4,3,0.583,2.6,3.6,77.16
2026-01-16,H001,CityCare General Hospital,D02,General Medicine,Medical,50,29,58.0,10,12,2,20.0,0,0.0,3.07,10.24,3,11,6,1.7,1.2,3.96,74.01
2026-01-23,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,14,70.0,3,2,1,33.33,0,0.0,7.99,42.52,3,4,3,2.333,0.75,3.98,67.65
2026-01-30,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,30,85.71,6,8,1,16.67,0,0.0,4.73,23.96,4,6,4,1.667,3.11,4.31,78.41
2026-02-06,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,33,94.29,5,8,0,0.0,0,0.0,4.05,14.45,6,9,2,2.2,1.36,3.58,88.74
2026-02-13,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,26,65.0,11,11,2,18.18,0,0.0,7.53,14.7,2,7,3,0.909,3.14,3.45,65.91
2026-02-20,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,20,66.67,8,7,1,12.5,0,0.0,2.86,27.44,2,4,4,1.0,3.56,4.54,75.13
2026-02-27,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,26,86.67,8,7,0,0.0,1,14.29,3.03,24.46,6,5,4,1.125,2.85,4.52,85.47
2026-03-06,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,36,72.0,5,2,0,0.0,0,0.0,7.55,8.89,5,11,6,3.4,2.61,4.08,72.81
2026-03-13,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,12,60.0,4,5,0,0.0,0,0.0,5.17,10.32,4,6,2,2.0,0.81,4.25,75.66
2026-03-20,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,14,40.0,5,10,1,20.0,0,0.0,5.34,16.0,5,9,2,2.2,4.22,3.95,58.9
2026-03-27,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,21,60.0,7,7,1,14.29,0,0.0,2.59,8.47,7,5,4,1.286,0.78,3.34,77.36
2026-04-03,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,36,90.0,3,0,0,0.0,0,0.0,6.2,20.14,9,6,4,3.333,1.77,3.68,82.82
2026-04-10,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,15,50.0,10,19,1,10.0,1,5.26,5.45,26.14,5,7,4,1.1,0.72,3.93,69.81
2026-04-17,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,19,63.33,12,6,2,16.67,0,0.0,1.96,4.81,5,8,3,0.917,3.35,4.89,75.04
2026-04-24,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,31,62.0,8,5,1,12.5,0,0.0,4.12,20.77,2,11,4,1.875,2.13,3.78,73.58
